subj_id,Completion,sentID,compNoTrail,compLower,determiner,noun,isDet,isWord,NatNess,Diff,RT
R_xAA7goWcKMvmb1D,het platteland,149,het platteland,het platteland,het,platteland,True,True,3.0,3,4.823
R_248iCMeSwyLS8sF,het boerengat,149,het boerengat,het boerengat,het,boerengat,True,True,4.0,5,6.94
R_OING4tGkg3q8VLb,een land,149,een land,een land,een,land,False,True,2.0,4,10.352
R_3kvbwPackXPANmo,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,2.966
R_3lRiG6M8Z6vKWZh,het platteland,149,het platteland,het platteland,het,platteland,True,True,4.0,6,7.19
R_3q9cZ9NJjEx872v,het platteland,149,het platteland,het platteland,het,platteland,True,True,1.0,6,5.845
R_ABt8n7PxUqkXqy5,Het platteland ,149,Het platteland,het platteland,Het,platteland,True,True,4.0,6,6.454
R_3k6rPDoCD4kup7x,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,14.373
R_p6iBXJstulO97Jn,Het platteland,149,Het platteland,het platteland,Het,platteland,True,True,5.0,6,8.634
R_USFewLQTXHp0kPT,het platteland,149,het platteland,het platteland,het,platteland,True,True,4.0,4,0.848
R_vrAH2qrxu41QSv7,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.954
R_6Pg4ql6MQumxZo9,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.754
R_1QaBlAsk46HI9NJ,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,4.309
R_pKtuHvEeh5mujgl,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.488
R_RrYmeJDnKB3hv7r,de koelkast ,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,5.746
R_2alPe2ZkILnzWYp,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.839
R_24zMzQY1U9LX5Gf,koelkast,150,koelkast,koelkast,,-99,False,False,5.0,6,3.436
R_2zAp7MZjWbJtouD,de koelkast ,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,10.758
R_1lgea30X5yRbWgb,Koelkast,150,Koelkast,koelkast,,-99,False,False,5.0,6,5.045
R_1dg0dAPlymYfFcu,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,6.504
R_23TSscPxb3G1aSA,koelkast,150,koelkast,koelkast,,-99,False,False,5.0,6,4.355
R_3effdDALVVpFhkK,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,16.234
R_2PpvbvcItA8LcqM,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,8.034
R_25WvorTEPc7DuHX,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,7.599
R_ZJCIt5D6m80Wim5,De koelkast,150,De koelkast,de koelkast,De,koelkast,True,True,5.0,6,3.661
R_6gQpeEEoAOw1CNz,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.131
R_UcJP3naTdDXJEDn,De koelkast ,150,De koelkast,de koelkast,De,koelkast,True,True,5.0,6,11.883
R_21pKbw8vqrjpJ4Q,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,5.573
R_1HiWKvIl546M44z,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,3.0,6,3.143
R_BFIiDPrnKiKOhkB,de koelkast ,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.349
R_232AZeZQOdbRSAK,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.184
R_1odMwWpdALe3A7c,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.673
R_3CMZ1prTdwstnIi,de koelkast ,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.626
R_2SDkvNUYWKzQ9b4,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.167
R_2qwqWlqovi1EnxK,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,2.0,6,5.017
R_1nSW9rReHHlwpSQ,De koelkast ,150,De koelkast,de koelkast,De,koelkast,True,True,5.0,6,7.339
R_3FPt6NNv7fs4bHV,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,4.0,6,7.391
R_2uOs8d5Okoyss7z,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,4.0,6,2.982
R_1JEdl2aEMuUO63f,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,5.291
R_6L3ln2BoQAzJw2d,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.005
R_xAA7goWcKMvmb1D,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,3.0,6,4.904
R_248iCMeSwyLS8sF,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,4.0,6,25.992
R_OING4tGkg3q8VLb,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,4.572
R_3kvbwPackXPANmo,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,2.288
R_3lRiG6M8Z6vKWZh,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,5.301
R_3q9cZ9NJjEx872v,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,3.0,6,7.374
R_ABt8n7PxUqkXqy5,De koelkast,150,De koelkast,de koelkast,De,koelkast,True,True,5.0,6,3.492
R_3k6rPDoCD4kup7x,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,4.776
R_p6iBXJstulO97Jn,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,3.34
R_USFewLQTXHp0kPT,de koelkast,150,de koelkast,de koelkast,de,koelkast,True,True,5.0,6,0.655
R_vrAH2qrxu41QSv7,de vorken,151,de vorken,de vorken,de,vorken,True,True,5.0,6,15.525
R_6Pg4ql6MQumxZo9,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,1.446
R_1QaBlAsk46HI9NJ,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,9.588
R_pKtuHvEeh5mujgl,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,5,4.888
R_RrYmeJDnKB3hv7r,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,6,10.303
R_2alPe2ZkILnzWYp,het bestek,151,het bestek,het bestek,het,bestek,True,True,1.0,6,7.006
R_24zMzQY1U9LX5Gf,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,3.156
R_2zAp7MZjWbJtouD,het bestek,151,het bestek,het bestek,het,bestek,True,True,1.0,6,17.262
R_1lgea30X5yRbWgb,Bestek,151,Bestek,bestek,,-99,False,False,4.0,6,10.105
R_1dg0dAPlymYfFcu,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,5,3.862
R_23TSscPxb3G1aSA,bestek,151,bestek,bestek,,-99,False,False,5.0,5,7.63
R_3effdDALVVpFhkK,het bestek ,151,het bestek,het bestek,het,bestek,True,True,4.0,5,9.647
R_2PpvbvcItA8LcqM,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,8.588
R_25WvorTEPc7DuHX,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,6.032
R_ZJCIt5D6m80Wim5,Het bestek,151,Het bestek,het bestek,Het,bestek,True,True,1.0,6,10.145
R_6gQpeEEoAOw1CNz,een opscheplepel,151,een opscheplepel,een opscheplepel,een,opscheplepel,False,True,5.0,6,4.936
R_UcJP3naTdDXJEDn,Het bestek,151,Het bestek,het bestek,Het,bestek,True,True,4.0,6,12.462
R_21pKbw8vqrjpJ4Q,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,7.553
R_1HiWKvIl546M44z,het bestek,151,het bestek,het bestek,het,bestek,True,True,3.0,6,4.769
R_BFIiDPrnKiKOhkB,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,6.407
R_232AZeZQOdbRSAK,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,6,4.078
R_1odMwWpdALe3A7c,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,5.9
R_3CMZ1prTdwstnIi,bestek ,151,bestek,bestek,,-99,False,False,5.0,5,2.572
R_2SDkvNUYWKzQ9b4,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,6.005
R_2qwqWlqovi1EnxK,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,13.325
R_1nSW9rReHHlwpSQ,Het bestek,151,Het bestek,het bestek,Het,bestek,True,True,5.0,6,13.942
R_3FPt6NNv7fs4bHV,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,6,8.59
R_2uOs8d5Okoyss7z,het bestek,151,het bestek,het bestek,het,bestek,True,True,2.0,5,6.162
R_1JEdl2aEMuUO63f,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,4.185
R_6L3ln2BoQAzJw2d,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,1.407
R_xAA7goWcKMvmb1D,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,370.674
R_248iCMeSwyLS8sF,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,22.524
R_OING4tGkg3q8VLb,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,1.477
R_3kvbwPackXPANmo,het bestek,151,het bestek,het bestek,het,bestek,True,True,2.0,6,1.999
R_3lRiG6M8Z6vKWZh,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,7.219
R_3q9cZ9NJjEx872v,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,8.064
R_ABt8n7PxUqkXqy5,Het bestek,151,Het bestek,het bestek,Het,bestek,True,True,4.0,6,7.157
R_3k6rPDoCD4kup7x,het bestek,151,het bestek,het bestek,het,bestek,True,True,5.0,6,5.598
R_p6iBXJstulO97Jn,Het bestek,151,Het bestek,het bestek,Het,bestek,True,True,3.0,6,8.294
R_USFewLQTXHp0kPT,het bestek,151,het bestek,het bestek,het,bestek,True,True,4.0,5,0.894
R_vrAH2qrxu41QSv7,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,False,5.0,6,3.826
R_6Pg4ql6MQumxZo9,de dokter,152,de dokter,de dokter,de,dokter,True,True,5.0,6,6.717
R_1QaBlAsk46HI9NJ,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,3.489
R_pKtuHvEeh5mujgl,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.785
R_RrYmeJDnKB3hv7r,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,6.753
R_2alPe2ZkILnzWYp,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,3.186
R_24zMzQY1U9LX5Gf,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.624
R_2zAp7MZjWbJtouD,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,4.0,6,13.062
R_1lgea30X5yRbWgb,Dierenarts,152,Dierenarts,dierenarts,,-99,False,False,5.0,6,14.112
R_1dg0dAPlymYfFcu,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,4.0,6,4.524
R_23TSscPxb3G1aSA,dierenarts,152,dierenarts,dierenarts,,-99,False,False,5.0,6,4.375
R_3effdDALVVpFhkK,de dierenarts ,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,4.956
R_2PpvbvcItA8LcqM,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,4.302
R_25WvorTEPc7DuHX,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,3.987
R_ZJCIt5D6m80Wim5,De dierenarts,152,De dierenarts,de dierenarts,De,dierenarts,True,True,5.0,6,7.391
R_6gQpeEEoAOw1CNz,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.192
R_UcJP3naTdDXJEDn,De dierenarts ,152,De dierenarts,de dierenarts,De,dierenarts,True,True,5.0,6,6.084
R_21pKbw8vqrjpJ4Q,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,4.0,6,5.737
R_1HiWKvIl546M44z,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,3.0,6,3.531
R_BFIiDPrnKiKOhkB,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,3.678
R_232AZeZQOdbRSAK,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,4.0,6,4.228
R_1odMwWpdALe3A7c,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,4.0,6,2.339
R_3CMZ1prTdwstnIi,de dierenarts ,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,1.832
R_2SDkvNUYWKzQ9b4,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,1.0,5,2.45
R_2qwqWlqovi1EnxK,de dierendokter,152,de dierendokter,de dierendokter,de,dierendokter,True,False,5.0,5,4.266
R_1nSW9rReHHlwpSQ,De dierenarts,152,De dierenarts,de dierenarts,De,dierenarts,True,True,5.0,6,1.815
R_3FPt6NNv7fs4bHV,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,4.029
R_2uOs8d5Okoyss7z,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.5
R_1JEdl2aEMuUO63f,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,1.937
R_6L3ln2BoQAzJw2d,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.18
R_xAA7goWcKMvmb1D,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,1.0,4,3.299
R_248iCMeSwyLS8sF,het asiel,152,het asiel,het asiel,het,asiel,True,True,4.0,5,6.345
R_OING4tGkg3q8VLb,de dierenkliniek,152,de dierenkliniek,de dierenkliniek,de,dierenkliniek,True,False,3.0,4,4.756
R_3kvbwPackXPANmo,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.733
R_3lRiG6M8Z6vKWZh,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,2.905
R_3q9cZ9NJjEx872v,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,1.0,6,4.41
R_ABt8n7PxUqkXqy5,De dierenarts,152,De dierenarts,de dierenarts,De,dierenarts,True,True,5.0,6,2.335
R_3k6rPDoCD4kup7x,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,4.772
R_p6iBXJstulO97Jn,De dierenarts,152,De dierenarts,de dierenarts,De,dierenarts,True,True,5.0,6,3.521
R_USFewLQTXHp0kPT,de dierenarts,152,de dierenarts,de dierenarts,de,dierenarts,True,True,5.0,6,0.596
R_vrAH2qrxu41QSv7,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,4.394
R_6Pg4ql6MQumxZo9,een gevangenis,153,een gevangenis,een gevangenis,een,gevangenis,False,True,2.0,6,2.308
R_1QaBlAsk46HI9NJ,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,2.79
R_pKtuHvEeh5mujgl,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,5.669
R_RrYmeJDnKB3hv7r,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,3.034
R_2alPe2ZkILnzWYp,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,6,3.732
R_24zMzQY1U9LX5Gf,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,3.964
R_2zAp7MZjWbJtouD,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,6,6.275
R_1lgea30X5yRbWgb,Gevangenis,153,Gevangenis,gevangenis,,-99,False,False,5.0,6,4.79
R_1dg0dAPlymYfFcu,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,6,2.804
R_23TSscPxb3G1aSA,gevangenis,153,gevangenis,gevangenis,,-99,False,False,5.0,6,3.645
R_3effdDALVVpFhkK,de gevangenis ,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,5,111.312
R_2PpvbvcItA8LcqM,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,6.305
R_25WvorTEPc7DuHX,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,4.993
R_ZJCIt5D6m80Wim5,De gevangenis,153,De gevangenis,de gevangenis,De,gevangenis,True,True,1.0,6,22.899
R_6gQpeEEoAOw1CNz,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,6.445
R_UcJP3naTdDXJEDn,De gevangenis ,153,De gevangenis,de gevangenis,De,gevangenis,True,True,3.0,6,7.092
R_21pKbw8vqrjpJ4Q,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,6,8.655
R_1HiWKvIl546M44z,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,6,4.264
R_BFIiDPrnKiKOhkB,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,6,2.714
R_232AZeZQOdbRSAK,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,6,2.579
R_1odMwWpdALe3A7c,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,6,3.013
R_3CMZ1prTdwstnIi,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,6,2.625
R_2SDkvNUYWKzQ9b4,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,6,2.105
R_2qwqWlqovi1EnxK,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,6,3.973
R_1nSW9rReHHlwpSQ,De gevangenis ,153,De gevangenis,de gevangenis,De,gevangenis,True,True,3.0,6,7.073
R_3FPt6NNv7fs4bHV,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,6,2.272
R_2uOs8d5Okoyss7z,de gevangenis ,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,5,1.967
R_1JEdl2aEMuUO63f,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,2.866
R_6L3ln2BoQAzJw2d,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,1.022
R_xAA7goWcKMvmb1D,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,5,9.999
R_248iCMeSwyLS8sF,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,4,11.746
R_OING4tGkg3q8VLb,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,4.0,5,16.543
R_3kvbwPackXPANmo,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,3.0,6,2.051
R_3lRiG6M8Z6vKWZh,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,6,3.042
R_3q9cZ9NJjEx872v,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,1.0,6,4.119
R_ABt8n7PxUqkXqy5,De gevangenis ,153,De gevangenis,de gevangenis,De,gevangenis,True,True,4.0,6,2.998
R_3k6rPDoCD4kup7x,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,3.914
R_p6iBXJstulO97Jn,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,5.0,6,2.74
R_USFewLQTXHp0kPT,de gevangenis,153,de gevangenis,de gevangenis,de,gevangenis,True,True,2.0,6,3.071
R_vrAH2qrxu41QSv7,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,8.101
R_6Pg4ql6MQumxZo9,de economie,154,de economie,de economie,de,economie,True,True,4.0,6,1.565
R_1QaBlAsk46HI9NJ,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,4.466
R_pKtuHvEeh5mujgl,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,9.056
R_RrYmeJDnKB3hv7r,de economie ,154,de economie,de economie,de,economie,True,True,5.0,6,6.809
R_2alPe2ZkILnzWYp,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,9.63
R_24zMzQY1U9LX5Gf,de economie,154,de economie,de economie,de,economie,True,False,5.0,6,5.169
R_2zAp7MZjWbJtouD,de economie ,154,de economie,de economie,de,economie,True,True,4.0,6,10.673
R_1lgea30X5yRbWgb,Economie ,154,Economie,economie,,-99,False,False,5.0,6,6.858
R_1dg0dAPlymYfFcu,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,3.785
R_23TSscPxb3G1aSA,economie,154,economie,economie,,-99,False,False,5.0,6,5.382
R_3effdDALVVpFhkK,de economie ,154,de economie,de economie,de,economie,True,True,4.0,5,5.287
R_2PpvbvcItA8LcqM,de economie,154,de economie,de economie,de,economie,True,False,5.0,6,4.933
R_25WvorTEPc7DuHX,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,8.201
R_ZJCIt5D6m80Wim5,De economie,154,De economie,de economie,De,economie,True,True,3.0,6,7.53
R_6gQpeEEoAOw1CNz,het welzijn,154,het welzijn,het welzijn,het,welzijn,True,True,4.0,3,3.366
R_UcJP3naTdDXJEDn,De economie ,154,De economie,de economie,De,economie,True,True,4.0,6,10.694
R_21pKbw8vqrjpJ4Q,de economie,154,de economie,de economie,de,economie,True,True,5.0,4,59.264
R_1HiWKvIl546M44z,de economie,154,de economie,de economie,de,economie,True,True,4.0,6,4.382
R_BFIiDPrnKiKOhkB,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,9.619
R_232AZeZQOdbRSAK,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,7.784
R_1odMwWpdALe3A7c,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,4.345
R_3CMZ1prTdwstnIi,de economie ,154,de economie,de economie,de,economie,True,True,5.0,6,2.96
R_2SDkvNUYWKzQ9b4,de economie,154,de economie,de economie,de,economie,True,True,3.0,4,3.389
R_2qwqWlqovi1EnxK,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,9.442
R_1nSW9rReHHlwpSQ,De economie ,154,De economie,de economie,De,economie,True,True,3.0,3,6.883
R_3FPt6NNv7fs4bHV,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,4.405
R_2uOs8d5Okoyss7z,de economie ,154,de economie,de economie,de,economie,True,True,4.0,5,8.212
R_1JEdl2aEMuUO63f,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,5.674
R_6L3ln2BoQAzJw2d,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,2.844
R_xAA7goWcKMvmb1D,de economie,154,de economie,de economie,de,economie,True,True,4.0,5,13.229
R_248iCMeSwyLS8sF,de economie,154,de economie,de economie,de,economie,True,True,3.0,5,10.642
R_OING4tGkg3q8VLb,de economie,154,de economie,de economie,de,economie,True,False,3.0,5,15.551
R_3kvbwPackXPANmo,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,3.858
R_3lRiG6M8Z6vKWZh,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,6.079
R_3q9cZ9NJjEx872v,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,8.792
R_ABt8n7PxUqkXqy5,De economie,154,De economie,de economie,De,economie,True,True,4.0,6,6.144
R_3k6rPDoCD4kup7x,de economie,154,de economie,de economie,de,economie,True,True,5.0,6,6.768
R_p6iBXJstulO97Jn,de economie,154,de economie,de economie,de,economie,True,True,4.0,6,5.258
R_USFewLQTXHp0kPT,de economie,154,de economie,de economie,de,economie,True,True,4.0,6,1.08
R_vrAH2qrxu41QSv7,De schoorsteen,155,De schoorsteen,de schoorsteen,De,schoorsteen,True,True,5.0,6,0.614
R_6Pg4ql6MQumxZo9,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,5,2.164
R_1QaBlAsk46HI9NJ,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,4.0,6,79.139
R_pKtuHvEeh5mujgl,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,5.112
R_RrYmeJDnKB3hv7r,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,8.181
R_2alPe2ZkILnzWYp,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,10.591
R_24zMzQY1U9LX5Gf,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,6.565
R_2zAp7MZjWbJtouD,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,6.142
R_1lgea30X5yRbWgb,Schoorsteen,155,Schoorsteen,schoorsteen,,-99,False,False,4.0,6,7.105
R_1dg0dAPlymYfFcu,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,4.818
R_23TSscPxb3G1aSA,schoorsteen,155,schoorsteen,schoorsteen,,-99,False,False,5.0,6,4.441
R_3effdDALVVpFhkK,de achtertuin ,155,de achtertuin,de achtertuin,de,achtertuin,True,True,4.0,5,9.923
R_2PpvbvcItA8LcqM,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,6.682
R_25WvorTEPc7DuHX,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,8.565
R_ZJCIt5D6m80Wim5,De schoorsteen,155,De schoorsteen,de schoorsteen,De,schoorsteen,True,True,4.0,6,7.065
R_6gQpeEEoAOw1CNz,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,3.555
R_UcJP3naTdDXJEDn,De schoorsteen ,155,De schoorsteen,de schoorsteen,De,schoorsteen,True,True,5.0,6,5.896
R_21pKbw8vqrjpJ4Q,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,8.086
R_1HiWKvIl546M44z,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,2.0,6,6.635
R_BFIiDPrnKiKOhkB,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,8.245
R_232AZeZQOdbRSAK,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,6.499
R_1odMwWpdALe3A7c,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,4.0,6,4.742
R_3CMZ1prTdwstnIi,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,2.45
R_2SDkvNUYWKzQ9b4,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,5,1.909
R_2qwqWlqovi1EnxK,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,6.785
R_1nSW9rReHHlwpSQ,De schoorsteen ,155,De schoorsteen,de schoorsteen,De,schoorsteen,True,True,5.0,6,3.309
R_3FPt6NNv7fs4bHV,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,4.0,6,3.122
R_2uOs8d5Okoyss7z,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,4.0,6,0.979
R_1JEdl2aEMuUO63f,de schoorsteen,155,de schoorsteen,de schoorsteen,de,schoorsteen,True,True,5.0,6,5.923
