subj_id,Completion,sentID,NatNess,Diff,RT,hasComment?,AdditCom,translation
R_1Kw4seroK4hzq8J,de bioscoop,39,6,6,1.709,0,,
R_2TEGXWKyyYjxux0,de bioscoop,39,6,6,3.193,0,,
R_2bNSez8kPKVkk0j,de bioscoop,39,6,6,2.06,0,,
R_vIDGcvdZ61dSkkF,de bioscoop,39,6,6,1.523,0,,
R_3P5l3CMUUKTmbaL,de bios,39,6,6,2.253,0,,
R_21gk6GiQXaDrMt2,de bioscoop,39,5,6,3.277,0,,
R_1rJrkm9MZ0UbO0b,de bioscoop,39,6,6,2.595,0,,
R_2VPC4q2m7hstAaW,de bioscoop,39,3,6,1.205,0,,
R_3KB00E7S1VhPWFD,de bioscoop,39,6,6,4.214,0,,
R_3qR88XHKXhl1RLR,de bioscopen,39,6,6,3.029,0,,
R_3W5LAymbgTVITHX,in de bioscoop,39,5,5,2.095,0,,
R_2z7kq6MFYuSnHT6,de bioscoop,39,6,6,5.801,0,,
R_1lhLKgr13oozzPg,de bioscoop,39,6,6,3.121,0,,
R_3ffLCaSkmPsiUYn,de bioscoop,39,6,6,1.286,0,,
R_1PY8SA05FPIKBCS,De bioscoop,39,5,6,10.525,0,,
R_1CsjBGkk3Ui30Yk,de cinema,39,5,5,2.052,1,bioscoop/cinema (NL/BE),
R_2bWcF9m2SiW74Vw,de bioscoop,39,6,6,2.981,0,,
R_1kOjYWHPvRogELt,De bioscoop,39,6,6,2.465,0,,
R_3EumpdjBvvjiK1I,de bios,39,6,6,6.129,0,,
R_2ckdDJpUAGuY3Pt,de bioscoop,39,6,6,1.633,0,,
R_2ZDKGZYJjZu6X1Y,de bioscoop,39,6,6,2.513,0,,
R_12SH1EJtaSFR4wp,de bioscoop,39,6,2,1.585,0,,
R_3R7zHfZ0HIrwGBV,de bioscoop,39,6,6,7.158,0,,
R_Om8eREobVAawvZL,de bioscoop,39,6,6,2.223,0,,
R_1HicleIyFIoDW8g,de bioscoop,39,6,6,1.214,0,,
R_1gGejdMJLRqr4gs,de bioscoop,39,6,6,2.253,0,,
R_2D2EiBz7TJKge4b,de bioscoop,39,4,5,2.73,0,,
R_3CEhJ8EBqsPDMLB,de bioscoop,39,6,6,1.135,0,,
R_3kiCL1CWl05kYag,de bioscoop ,39,6,6,2.927,0,,
R_XSpTve41y3msiVr,de bioscoop ,39,6,6,1.928,0,,
R_bBMvKG66TpWv0cx,de bioscoop,39,6,6,2.827,0,,
R_s83Qo7JHTxXzpWF,de bioscoop,39,6,5,4.933,0,,
R_cCsEaF4QkSqNxuN,de cinema,39,6,6,4.65,0,,
R_2fkXvKa3m5s0uTM,de bioscoop,39,6,6,3.515,0,,
R_1MYsdC39YxixAvs,de bioscoop,39,6,6,2.738,0,,
R_22CU0vCOzdEcHCr,de cinema,39,6,6,1.333,0,,
R_z0xRVpXxyAbXovn,de bioscoop,39,6,6,2.079,0,,
R_1CKp9DmeaZTZZQS,de bioscoop,39,5,6,3.8,0,,
R_31HSkdcZS8yZscC,de bioscoop,39,6,6,3.055,0,,
R_2Enniyt9lPtMbDC,de bioscoop,39,6,6,6.009,0,,
R_tPV5UMF7fLNrUk1,de bioscoop,39,6,6,0.85,0,,
R_1O0317CZheE7es9,De bioscoop,39,6,6,2.801,0,,
R_1NadcnqCF0DrPHA,de bioscoop,39,6,6,2.56,0,,
R_3rJ73y4zBZKMTeV,de bioscoop,39,6,6,3.388,0,,
R_zUPMpvNqwkbt4oF,de bioscoop,39,6,6,5.712,0,,
R_ptOO0vqHKVEFzvH,de tuin,40,5,6,2.822,0,,
R_2TuuUWeeIrA7YWz,de tuin,40,6,6,2.101,0,,
R_r2pLEBnXOx2tc8p,de tuin,40,6,6,0.533,0,,
R_3KohpaUvxMxwnK1,de tuin,40,6,6,4.438,0,,
R_1Kw4seroK4hzq8J,de tuin,40,6,6,2.545,0,,
R_2TEGXWKyyYjxux0,de tuin,40,5,6,3.367,0,,
R_2bNSez8kPKVkk0j,de tuin,40,6,6,6.042,0,,
R_vIDGcvdZ61dSkkF,de tuin,40,6,6,2.929,0,,
R_3P5l3CMUUKTmbaL,de tuin,40,6,6,2.54,0,,
R_21gk6GiQXaDrMt2,de tuin,40,6,6,2.273,0,,
R_1rJrkm9MZ0UbO0b,de tuin,40,6,6,2.893,0,,
R_2VPC4q2m7hstAaW,de tuin,40,6,6,0.988,0,,
R_3KB00E7S1VhPWFD,de tuin,40,6,6,3.19,0,,
R_3qR88XHKXhl1RLR,de tuin,40,6,6,1.621,0,,
R_3W5LAymbgTVITHX,de tuin,40,6,6,2.883,0,,
R_2z7kq6MFYuSnHT6,de tuin,40,6,6,4.377,0,,
R_1lhLKgr13oozzPg,de tuin,40,6,6,1.617,0,,
R_3ffLCaSkmPsiUYn,de tuin,40,6,6,3.991,0,,
R_1PY8SA05FPIKBCS,De tuin,40,6,6,5.62,0,,
R_1CsjBGkk3Ui30Yk,de tuin,40,6,6,1.653,0,,
R_2bWcF9m2SiW74Vw,de tuin,40,6,6,2.389,0,,
R_1kOjYWHPvRogELt,De tuin,40,6,6,2.851,0,,
R_3EumpdjBvvjiK1I,de tuin,40,6,6,9.096,0,,
R_2ckdDJpUAGuY3Pt,de tuin,40,6,6,3.979,0,,
R_2ZDKGZYJjZu6X1Y,de tuin,40,6,6,2.56,0,,
R_12SH1EJtaSFR4wp,de tuin,40,6,2,2.247,0,,
R_3R7zHfZ0HIrwGBV,de tuin,40,6,6,6.186,0,,
R_Om8eREobVAawvZL,de tuin,40,6,6,2.158,0,,
R_1HicleIyFIoDW8g,de tuin,40,6,6,2.663,0,,
R_1gGejdMJLRqr4gs,de tuin,40,6,6,3.122,0,,
R_2D2EiBz7TJKge4b,de tuin,40,6,6,3.302,0,,
R_3CEhJ8EBqsPDMLB,de tuin,40,6,6,1.389,0,,
R_3kiCL1CWl05kYag,de tuin,40,6,6,4.217,0,,
R_XSpTve41y3msiVr,de tuin,40,6,6,2.419,0,,
R_bBMvKG66TpWv0cx,de tuin,40,5,6,7.101,0,,
R_s83Qo7JHTxXzpWF,de tuin,40,6,6,13.457,0,,
R_cCsEaF4QkSqNxuN,de tuin,40,6,6,3.444,0,,
R_2fkXvKa3m5s0uTM,de tuin,40,6,6,2.878,0,,
R_1MYsdC39YxixAvs,de tuin,40,6,6,4.944,0,,
R_22CU0vCOzdEcHCr,de tuin,40,6,6,1.653,0,,
R_z0xRVpXxyAbXovn,de tuin,40,5,6,3.027,0,,
R_1CKp9DmeaZTZZQS,de achtertuin,40,4,6,4.441,0,,
R_31HSkdcZS8yZscC,de tuin,40,6,6,6.746,0,,
R_2Enniyt9lPtMbDC,de tuin,40,6,6,6.007,0,,
R_tPV5UMF7fLNrUk1,de tuin,40,6,6,1.058,0,,
R_1O0317CZheE7es9,De tuin,40,6,6,3.242,0,,
R_1NadcnqCF0DrPHA,de tuin,40,6,6,3.136,0,,
R_3rJ73y4zBZKMTeV,de tuin,40,6,6,10.393,0,,
R_zUPMpvNqwkbt4oF,de tuin,40,6,6,11.793,0,,
R_ptOO0vqHKVEFzvH,de badmeesters,41,5,6,5.847,0,,
R_2TuuUWeeIrA7YWz,de badmeesters,41,5,6,2.751,0,,
R_r2pLEBnXOx2tc8p,de badmeester,41,6,5,1.257,0,,
R_3KohpaUvxMxwnK1,de badmeesters,41,6,6,6.702,0,,
R_1Kw4seroK4hzq8J,de badmeesters,41,6,6,3.181,0,,
R_2TEGXWKyyYjxux0,de badmeester,41,6,5,9.598,0,,
R_2bNSez8kPKVkk0j,de leiding,41,6,5,1.353,0,,
R_vIDGcvdZ61dSkkF,de badmeesters,41,5,5,1.888,0,,
R_3P5l3CMUUKTmbaL,de badmeester,41,6,5,0.846,0,,
R_21gk6GiQXaDrMt2,de badmeester,41,5,6,2.546,0,,
R_1rJrkm9MZ0UbO0b,de badmeester,41,6,6,2.43,0,,
R_2VPC4q2m7hstAaW,de badmeester,41,6,5,1.5,0,,
R_3KB00E7S1VhPWFD,de badmeester,41,6,6,1.754,0,,
R_3qR88XHKXhl1RLR,de badmeester,41,5,6,54.417,0,,
R_3W5LAymbgTVITHX,de badmeester,41,6,6,1.551,0,,
R_2z7kq6MFYuSnHT6,de badmeester,41,6,6,5.1,0,,
R_1lhLKgr13oozzPg,de badmeester,41,5,5,23.6,0,,
R_3ffLCaSkmPsiUYn,de badmeester,41,6,6,1.584,0,,
R_1PY8SA05FPIKBCS,De badmeester,41,5,6,2.945,0,,
R_1CsjBGkk3Ui30Yk,de redders,41,6,6,1.969,0,,
R_2bWcF9m2SiW74Vw,de badmeesters,41,4,6,2.497,0,,
R_1kOjYWHPvRogELt,De badmeester,41,6,5,4.418,0,,
R_3EumpdjBvvjiK1I,de badmeester,41,6,6,11.933,0,,
R_2ckdDJpUAGuY3Pt,de badmeester,41,6,6,2.419,0,,
R_2ZDKGZYJjZu6X1Y,de badmeester,41,6,6,4.383,0,,
R_12SH1EJtaSFR4wp,de badmeesters,41,6,2,1.14,0,,
R_3R7zHfZ0HIrwGBV,de badmeester,41,5,6,7.354,0,,
R_Om8eREobVAawvZL,de badmeester,41,6,6,2.361,0,,
R_1HicleIyFIoDW8g,het personeel,41,5,6,3.074,0,,
R_1gGejdMJLRqr4gs,de badmeester,41,5,6,2.879,0,,
R_2D2EiBz7TJKge4b,een badmeester,41,5,6,2.827,0,,
R_3CEhJ8EBqsPDMLB,de badmeester,41,6,6,2.059,0,,
R_3kiCL1CWl05kYag,de badmeester,41,6,6,5.459,0,,
R_XSpTve41y3msiVr,de badmeester ,41,6,6,4.962,0,,
R_bBMvKG66TpWv0cx,de badmeester,41,4,6,4.248,0,,
R_s83Qo7JHTxXzpWF,de badmeester,41,4,6,4.329,0,,
R_cCsEaF4QkSqNxuN,de redders,41,6,6,3.262,0,,
R_2fkXvKa3m5s0uTM,de badmeester,41,6,6,4.73,0,,
R_1MYsdC39YxixAvs,de badmeester,41,6,6,1.25,0,,
R_22CU0vCOzdEcHCr,de badmeester,41,5,4,1.383,0,,
R_z0xRVpXxyAbXovn,de badmeester/juf,41,6,5,1.918,0,,
R_1CKp9DmeaZTZZQS,de badmeester,41,5,3,24.863,0,,
R_31HSkdcZS8yZscC,de badmeester,41,6,6,4.357,0,,
R_2Enniyt9lPtMbDC,de badmeesters,41,6,6,5.053,0,,
R_tPV5UMF7fLNrUk1,de badmeester,41,5,3,0.861,0,,
R_1O0317CZheE7es9,De badmeester,41,6,6,3.094,0,,
R_1NadcnqCF0DrPHA,de redders,41,3,6,3.171,0,,
R_3rJ73y4zBZKMTeV,de badmeester,41,6,3,27.554,0,,
R_zUPMpvNqwkbt4oF,de badmeesters,41,6,6,2807.453,0,,
R_ptOO0vqHKVEFzvH,de politie,42,6,6,2.572,0,,
R_2TuuUWeeIrA7YWz,de politie,42,6,6,8.173,0,,
R_r2pLEBnXOx2tc8p,de politie,42,6,6,1.141,0,,
R_3KohpaUvxMxwnK1,de politie ,42,6,6,3.385,0,,
R_1Kw4seroK4hzq8J,de politie,42,6,6,2.684,0,,
R_2TEGXWKyyYjxux0,de politie,42,6,6,5.32,0,,
R_2bNSez8kPKVkk0j,politie,42,6,6,2.784,0,,
R_vIDGcvdZ61dSkkF,de politie,42,6,6,2.317,0,,
R_3P5l3CMUUKTmbaL,de politie,42,6,6,0.767,0,,
R_21gk6GiQXaDrMt2,de politie,42,6,6,2.055,0,,
R_1rJrkm9MZ0UbO0b,de politie,42,5,6,2.593,0,,
R_2VPC4q2m7hstAaW,de politie,42,6,6,1.169,0,,
R_3KB00E7S1VhPWFD,de politie,42,6,6,4.232,0,,
R_3qR88XHKXhl1RLR,de politie,42,6,6,2.608,0,,
R_3W5LAymbgTVITHX,de politie,42,6,6,4.305,0,,
R_2z7kq6MFYuSnHT6,de politie,42,6,6,3.88,0,,
R_1lhLKgr13oozzPg,de politie,42,6,6,3.543,0,,
R_3ffLCaSkmPsiUYn,de politie,42,6,6,1.078,0,,
R_1PY8SA05FPIKBCS,De politie,42,5,6,1.789,0,,
R_1CsjBGkk3Ui30Yk,de politie,42,5,6,3.538,0,,
R_2bWcF9m2SiW74Vw,de politie,42,6,6,2.214,0,,
R_1kOjYWHPvRogELt,De politie,42,6,6,3.916,0,,
R_3EumpdjBvvjiK1I,de politie,42,6,5,6.816,0,,
R_2ckdDJpUAGuY3Pt,de politie,42,6,6,1.477,0,,
R_2ZDKGZYJjZu6X1Y,de politie,42,5,6,3.345,0,,
R_12SH1EJtaSFR4wp,de politie,42,6,2,1.822,0,,
R_3R7zHfZ0HIrwGBV,de politie,42,6,6,6.869,0,,
R_Om8eREobVAawvZL,de politie,42,6,6,3.188,0,,
R_1HicleIyFIoDW8g,de politie ,42,5,5,2.515,0,,
R_1gGejdMJLRqr4gs,de politie,42,6,6,2.185,0,,
R_2D2EiBz7TJKge4b,de politie,42,5,5,2.466,0,,
R_3CEhJ8EBqsPDMLB,de politie,42,6,6,2.956,0,,
R_3kiCL1CWl05kYag,de politie,42,2,6,4.467,0,,
R_XSpTve41y3msiVr,de politie ,42,6,6,3.022,0,,
R_bBMvKG66TpWv0cx,de politie,42,6,6,2.74,0,,
R_s83Qo7JHTxXzpWF,de politie,42,6,6,5.134,0,,
R_cCsEaF4QkSqNxuN,de politie,42,6,6,4.291,0,,
R_2fkXvKa3m5s0uTM,de politie,42,6,6,3.443,0,,
R_1MYsdC39YxixAvs,de politie,42,6,6,3.741,0,,
R_22CU0vCOzdEcHCr,de politie,42,5,6,1.551,0,,
R_z0xRVpXxyAbXovn,de politie,42,6,6,2.273,0,,
R_1CKp9DmeaZTZZQS,de politie,42,6,6,4.74,0,,
R_31HSkdcZS8yZscC,de politie,42,6,6,6.241,0,,
R_2Enniyt9lPtMbDC,de politie,42,6,6,5.808,0,,
R_tPV5UMF7fLNrUk1,de politie,42,6,6,1.203,0,,
R_1O0317CZheE7es9,De politie,42,6,6,3.062,0,,
R_1NadcnqCF0DrPHA,de politie,42,6,6,2.677,0,,
R_3rJ73y4zBZKMTeV,de politie,42,6,6,5.527,0,,
R_zUPMpvNqwkbt4oF,de politie,42,6,6,5.99,0,,
R_ptOO0vqHKVEFzvH,de taart,43,6,6,4.362,0,,
R_2TuuUWeeIrA7YWz,de taart,43,6,6,2.057,0,,
R_r2pLEBnXOx2tc8p,de taart,43,4,4,0.533,0,,
R_3KohpaUvxMxwnK1,de taart,43,6,6,3.549,0,,
R_1Kw4seroK4hzq8J,de taart,43,6,6,7.194,0,,
R_2TEGXWKyyYjxux0,de taart,43,5,6,5.638,0,,
R_2bNSez8kPKVkk0j,de taart,43,6,6,1.366,0,,
R_vIDGcvdZ61dSkkF,de taart,43,6,6,1.45,0,,
R_3P5l3CMUUKTmbaL,de taart,43,6,6,0.92,0,,
R_21gk6GiQXaDrMt2,de taart,43,6,6,6.567,0,,
R_1rJrkm9MZ0UbO0b,de taart ,43,6,6,3.786,0,,
R_2VPC4q2m7hstAaW,de taart,43,6,6,1.264,0,,
R_3KB00E7S1VhPWFD,de taart,43,6,6,4.022,0,,
R_3qR88XHKXhl1RLR,de taart,43,6,5,8.498,0,,
R_3W5LAymbgTVITHX,de taart,43,6,6,5.019,0,,
R_2z7kq6MFYuSnHT6,de taart,43,6,6,5.615,0,,
R_1lhLKgr13oozzPg,GI,43,3,2,13.451,0,,
R_3ffLCaSkmPsiUYn,de taart,43,6,6,1.401,0,,
R_1PY8SA05FPIKBCS,De taart,43,6,6,389.792,0,,
R_1CsjBGkk3Ui30Yk,de taart,43,6,6,3.926,0,,
R_2bWcF9m2SiW74Vw,de taart,43,6,6,2.6,0,,
R_1kOjYWHPvRogELt,de taart,43,6,6,6.374,0,,
R_3EumpdjBvvjiK1I,de taart,43,6,6,122.667,0,,
R_2ckdDJpUAGuY3Pt,de appelmoes,43,6,6,1.521,0,,
R_2ZDKGZYJjZu6X1Y,de taart,43,6,6,2.65,0,,
R_12SH1EJtaSFR4wp,de taart,43,6,2,2.07,1,"spreekwoord, makkelijk",
R_3R7zHfZ0HIrwGBV,de taart,43,6,6,10.828,0,,
R_Om8eREobVAawvZL,de taart,43,6,6,3.147,0,,
R_1HicleIyFIoDW8g,de taart,43,6,6,2.325,0,,
R_1gGejdMJLRqr4gs,de taart,43,5,6,2.69,0,,
R_2D2EiBz7TJKge4b,de taart,43,5,5,4.165,0,,
R_3CEhJ8EBqsPDMLB,de taart,43,6,6,1.523,0,,
R_3kiCL1CWl05kYag,de taart ,43,6,6,3.642,0,,
R_XSpTve41y3msiVr,de taart,43,6,6,34.434,0,,
R_bBMvKG66TpWv0cx,de taart,43,5,6,3.414,0,,
R_s83Qo7JHTxXzpWF,de taart,43,4,4,1.638,0,,
R_cCsEaF4QkSqNxuN,de taart,43,6,6,5.73,0,,
R_2fkXvKa3m5s0uTM,de taart,43,6,6,3.458,0,,
R_1MYsdC39YxixAvs,de taart,43,6,6,2.811,0,,
R_22CU0vCOzdEcHCr,de taart,43,6,6,2.12,0,,
R_z0xRVpXxyAbXovn,de taart,43,6,6,1.303,0,,
R_1CKp9DmeaZTZZQS,de taart,43,6,6,5.954,0,,
R_31HSkdcZS8yZscC,de taart,43,6,6,2.76,0,,
R_2Enniyt9lPtMbDC,de taart,43,6,6,5.372,1,"Dit is een gezegde, dus deze is wel erg voor de hand liggend.",
R_tPV5UMF7fLNrUk1,de taart,43,6,6,1.074,0,,
R_1O0317CZheE7es9,De taart,43,6,6,4.626,0,,
R_1NadcnqCF0DrPHA,de taart,43,6,6,5.887,0,,
R_3rJ73y4zBZKMTeV,de taart,43,6,6,5.33,0,,
R_zUPMpvNqwkbt4oF,de taart,43,6,6,6.371,0,,
R_ptOO0vqHKVEFzvH,de kluis,44,6,6,2.424,0,,
R_2TuuUWeeIrA7YWz,de kluis,44,6,6,7.168,0,,
R_r2pLEBnXOx2tc8p,de kluis,44,5,2,1.057,0,,
R_3KohpaUvxMxwnK1,de kluis,44,6,6,5.312,0,,
R_1Kw4seroK4hzq8J,de kluis,44,6,6,2.301,0,,
R_2TEGXWKyyYjxux0,de kluis,44,6,6,7.383,0,,
R_2bNSez8kPKVkk0j,de kluis,44,6,6,2.357,0,,
R_vIDGcvdZ61dSkkF,de kluis,44,6,6,3.988,0,,
R_3P5l3CMUUKTmbaL,de kluis,44,6,4,0.832,0,,
R_21gk6GiQXaDrMt2,de kluis,44,6,6,2.276,0,,
R_1rJrkm9MZ0UbO0b,de kluis,44,5,6,1.878,0,,
R_2VPC4q2m7hstAaW,de la,44,5,5,4.442,0,,
R_3KB00E7S1VhPWFD,de kluis,44,6,6,5.239,0,,
R_3qR88XHKXhl1RLR,de kluis,44,6,6,1.712,0,,
R_3W5LAymbgTVITHX,de kluis,44,6,6,2.977,0,,
R_2z7kq6MFYuSnHT6,de kluis,44,6,6,10.862,0,,
R_1lhLKgr13oozzPg,de kluis,44,5,5,4.67,0,,
R_3ffLCaSkmPsiUYn,de safe,44,6,5,1.371,0,,
R_1PY8SA05FPIKBCS,De kluis,44,6,6,1.994,0,,
R_1CsjBGkk3Ui30Yk,de kluis,44,5,5,1.707,0,,
R_2bWcF9m2SiW74Vw,de kluis,44,6,6,2.062,0,,
R_1kOjYWHPvRogELt,de kluis,44,6,6,5.837,0,,
R_3EumpdjBvvjiK1I,de kluis,44,6,6,11.964,0,,
R_2ckdDJpUAGuY3Pt,de kluis,44,6,6,1.571,0,,
R_2ZDKGZYJjZu6X1Y,de kluis,44,6,6,2.398,0,,
R_12SH1EJtaSFR4wp,een kluis,44,6,2,2.835,0,,
R_3R7zHfZ0HIrwGBV,de kluis,44,6,6,21.276,0,,
R_Om8eREobVAawvZL,de kluis,44,6,6,2.709,0,,
R_1HicleIyFIoDW8g,de kluis,44,5,6,2.83,0,,
R_1gGejdMJLRqr4gs,de kluis,44,6,6,2.246,0,,
R_2D2EiBz7TJKge4b,een kluis,44,3,6,3.177,0,,
R_3CEhJ8EBqsPDMLB,de kluis,44,6,6,1.559,0,,
R_3kiCL1CWl05kYag,de kluis,44,5,6,4.459,0,,
R_XSpTve41y3msiVr,de kluis ,44,6,6,3.018,0,,
R_bBMvKG66TpWv0cx,de kluis,44,5,5,7.028,0,,
R_s83Qo7JHTxXzpWF,de kluis,44,6,5,6.001,0,,
R_cCsEaF4QkSqNxuN,de kluis,44,6,6,3.746,0,,
R_2fkXvKa3m5s0uTM,de kluis,44,6,6,5.027,0,,
R_1MYsdC39YxixAvs,de kluis,44,5,6,3.322,0,,
R_22CU0vCOzdEcHCr,de kluis,44,6,6,42.286,0,,
R_z0xRVpXxyAbXovn,de kluis,44,5,5,14.101,0,,
R_1CKp9DmeaZTZZQS,de kluis,44,6,6,4.98,0,,
R_31HSkdcZS8yZscC,de kluis,44,6,6,3.618,0,,
R_2Enniyt9lPtMbDC,de kluis,44,6,6,9.512,0,,
R_tPV5UMF7fLNrUk1,de kluis,44,6,6,0.726,0,,
R_1O0317CZheE7es9,De kluis,44,6,6,4.2,0,,
R_1NadcnqCF0DrPHA,de kluis,44,6,6,2.27,0,,
R_3rJ73y4zBZKMTeV,de kluis,44,6,6,4.257,0,,
R_zUPMpvNqwkbt4oF,de kluis,44,6,6,7.354,0,,
R_ptOO0vqHKVEFzvH,het stopcontact,45,5,6,6.427,0,,
R_2TuuUWeeIrA7YWz,de stekker,45,6,6,16.999,0,,
R_r2pLEBnXOx2tc8p,het stopcontact,45,6,5,0.9,0,,
R_3KohpaUvxMxwnK1,het stopcontact ,45,6,6,7.939,0,,
R_1Kw4seroK4hzq8J,het stopcontact,45,6,6,4.336,0,,
R_2TEGXWKyyYjxux0,het stopcontact,45,6,6,4.884,0,,
R_2bNSez8kPKVkk0j,stopcontact,45,6,6,21.18,0,,
R_vIDGcvdZ61dSkkF,het stopcontact,45,6,6,2.456,0,,
R_3P5l3CMUUKTmbaL,het stopcontact,45,6,6,2.381,0,,
R_21gk6GiQXaDrMt2,het stopcontact,45,6,6,3.929,0,,
R_1rJrkm9MZ0UbO0b,het stopcontact,45,5,5,6.142,1,ik heb het idee dat 'deze' naar het stopcontact verwijst i.p.v. de telefoon. ,
R_2VPC4q2m7hstAaW,het stopcontact,45,6,6,1.167,0,,
R_3KB00E7S1VhPWFD,het stopcontact,45,6,6,4.946,0,,
R_3qR88XHKXhl1RLR,het stopcontact,45,6,6,14.209,0,,
R_3W5LAymbgTVITHX,het stopcontact,45,6,6,11.064,0,,
R_2z7kq6MFYuSnHT6,het stopcontact,45,6,6,5.276,0,,
R_1lhLKgr13oozzPg,het stopcontact ,45,3,6,5.277,0,,
R_3ffLCaSkmPsiUYn,het stopcontact,45,6,6,2.038,0,,
R_1PY8SA05FPIKBCS,Het stopcontact,45,5,6,3.743,0,,
R_1CsjBGkk3Ui30Yk,het stopcontact,45,6,6,1.526,0,,
R_2bWcF9m2SiW74Vw,het stopcontact,45,6,6,2.971,0,,
R_1kOjYWHPvRogELt,Het stopcontact,45,5,5,5.09,0,,
R_3EumpdjBvvjiK1I,de lader,45,6,6,24.361,0,,
R_2ckdDJpUAGuY3Pt,het stopcontact,45,6,6,4.39,0,,
R_2ZDKGZYJjZu6X1Y,het stopcontact,45,6,6,3.37,0,,
R_12SH1EJtaSFR4wp,het stopcontact,45,6,4,2.851,0,,
R_3R7zHfZ0HIrwGBV,het stopcontact,45,6,6,8.075,0,,
R_Om8eREobVAawvZL,het stopcontact,45,6,6,5.414,0,,
R_1HicleIyFIoDW8g,het stopcontact,45,5,6,2.915,0,,
R_1gGejdMJLRqr4gs,het stopcontact,45,4,6,3.359,0,,
R_2D2EiBz7TJKge4b,het stopcontact,45,3,5,11.351,0,,
R_3CEhJ8EBqsPDMLB,het stopcontact,45,6,6,3.032,0,,
R_3kiCL1CWl05kYag,het stopcontact,45,5,6,9.881,0,,
R_XSpTve41y3msiVr,de oplader,45,4,5,6.782,0,,
R_bBMvKG66TpWv0cx,het stopcontact,45,6,6,3.581,0,,
R_s83Qo7JHTxXzpWF,het stopcontact,45,6,6,4.46,0,,
R_cCsEaF4QkSqNxuN,het stopcontact,45,6,6,4.469,1,Waarschijnlijk een erg typisch Belgisch antwoord :),
R_2fkXvKa3m5s0uTM,het stopcontact,45,6,6,4.471,0,,
R_1MYsdC39YxixAvs,het stopcontact,45,6,6,2.565,0,,
R_22CU0vCOzdEcHCr,het stopcontact,45,6,4,1.653,0,,
R_z0xRVpXxyAbXovn,het stopcontact,45,5,6,1.45,0,,
R_1CKp9DmeaZTZZQS,het stopcontact,45,5,5,12.764,0,,
R_31HSkdcZS8yZscC,het stopcontact,45,6,6,5.08,0,,
R_2Enniyt9lPtMbDC,het stopcontact,45,5,6,9.584,1,"Deze kan verwijzen naar stopcontact, minder goede zin dus.",
R_tPV5UMF7fLNrUk1,het stopcontact,45,6,6,1.674,0,,
R_1O0317CZheE7es9,De telefoon,45,6,6,4.332,0,,
R_1NadcnqCF0DrPHA,het stopcontact,45,6,6,8.126,0,,
R_3rJ73y4zBZKMTeV,het stopcontact,45,6,6,6.826,0,,
R_zUPMpvNqwkbt4oF,het stopcontact,45,6,6,5.23,0,,
R_ptOO0vqHKVEFzvH,de gordijnen,46,6,6,4.424,0,,
R_2TuuUWeeIrA7YWz,de gordijnen,46,6,6,4.22,0,,
R_r2pLEBnXOx2tc8p,de gordijnen,46,5,5,0.938,0,,
R_3KohpaUvxMxwnK1,de gordijnen ,46,6,6,4.063,0,,
R_1Kw4seroK4hzq8J,het gordijn,46,6,6,3.938,0,,
R_2TEGXWKyyYjxux0,de gordijnen,46,6,6,7.032,0,,
R_2bNSez8kPKVkk0j,de gordijnen,46,6,6,6.93,0,,
R_vIDGcvdZ61dSkkF,de gordijnen,46,6,6,2.656,0,,
R_3P5l3CMUUKTmbaL,de gordijnen,46,6,6,4.218,0,,
R_21gk6GiQXaDrMt2,de gordijnen,46,6,6,5.556,0,,
R_1rJrkm9MZ0UbO0b,de gordijnen,46,5,5,2.793,0,,
R_2VPC4q2m7hstAaW,de gordijnen,46,6,6,4.601,0,,
R_3KB00E7S1VhPWFD,de gordijnen,46,6,6,4.846,0,,
R_3qR88XHKXhl1RLR,de gordijnen,46,6,6,3.163,0,,
R_3W5LAymbgTVITHX,het gordijn,46,6,4,15.506,0,,
R_2z7kq6MFYuSnHT6,de gordijnen,46,6,6,4.294,0,,
R_1lhLKgr13oozzPg,de gordijnen,46,6,6,6.365,0,,
R_3ffLCaSkmPsiUYn,het raam,46,4,5,2.531,0,,
R_1PY8SA05FPIKBCS,De gordijnen,46,6,6,2.76,0,,
R_1CsjBGkk3Ui30Yk,de luiken,46,5,5,1.451,0,,
R_2bWcF9m2SiW74Vw,het gordijn,46,6,6,3.185,0,,
R_1kOjYWHPvRogELt,De gordijnen,46,5,5,5.335,0,,
R_3EumpdjBvvjiK1I,de gordijnen,46,6,6,6.365,0,,
R_2ckdDJpUAGuY3Pt,de gordijnen,46,6,6,1.564,0,,
R_2ZDKGZYJjZu6X1Y,de gordijnen,46,5,6,3.966,0,,
R_12SH1EJtaSFR4wp,de gordijnen,46,6,2,2.123,0,,
R_3R7zHfZ0HIrwGBV,de gordijnen,46,6,6,20.109,0,,
R_Om8eREobVAawvZL,de gordijnen,46,6,6,2.778,0,,
R_1HicleIyFIoDW8g,de gordijnen,46,6,6,2.296,0,,
R_1gGejdMJLRqr4gs,de gordijnen,46,6,6,3.335,0,,
R_2D2EiBz7TJKge4b,de gordijnen,46,5,5,12.06,0,,
R_3CEhJ8EBqsPDMLB,de gordijnen,46,6,6,4.48,0,,
R_3kiCL1CWl05kYag,de gordijnen,46,6,6,4.609,0,,
R_XSpTve41y3msiVr,de gordijnen ,46,5,5,3.57,0,,
R_bBMvKG66TpWv0cx,de gordijnen,46,6,6,4.117,0,,
R_s83Qo7JHTxXzpWF,het raam,46,5,5,1.721,0,,
