subj_id,Completion,compLower,sentID,NatNess,Diff,RT,index,determiner,noun,isDet,isWord,hasComment?,AdditCom,translation,isImportant,sentenceRisk,askForCheck,Unnamed: 13
R_1hEVfCsYXJCzsVp,de mat,de mat,31,2,3,14.043,,de,mat,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,De brievenbus,de brievenbus,31,4,3,9.206,,De,brievenbus,TRUE,TRUE,0,,,,,,
R_3fQa4YiudlrrSLd,de brievenbus,de brievenbus,31,5,6,1.242,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,bij ons,bij ons,31,5,6,1.858,,bij,ons,FALSE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,de brievenbus,de brievenbus,31,4,5,5.997,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,de brievenbus,de brievenbus,31,5,6,2.231,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,de brievenbus,de brievenbus,31,3,6,1.681,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,de brievenbus,de brievenbus,31,3,6,3.666,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,de brievenbus,de brievenbus,31,5,6,2.767,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,de brievenbus,de brievenbus,31,5,6,5.591,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,de brievenbus,de brievenbus,31,4,3,2.3,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de brievenbus,de brievenbus,31,3,6,12.057,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,de brievenbus,de brievenbus,31,5,6,5.321,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,de brievenbus,de brievenbus,31,5,6,3.333,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,de brievenbus,de brievenbus,31,5,5,4.694,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,de gang,de gang,31,5,6,13.185,,de,gang,TRUE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,de gang,de gang,31,3,6,1.378,,de,gang,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,de postbus,de postbus,31,3,5,14.794,,de,postbus,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,de gang,de gang,31,3,6,5.973,,de,gang,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,de brievenbus,de brievenbus,31,4,6,5.491,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,de brievenbus,de brievenbus,31,3,6,2.41,,de,brievenbus,TRUE,TRUE,1,"thuis' had best weggelaten worden in mijn ogen, dit maakte namelijk voor mij de zin iets onnatuurlijker. ",thuis' could've left out here,1,0,,
R_qV03fIB34drHELn,de brievenbus,de brievenbus,31,5,6,4.356,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_1mRh44rpwMf0PbH,de brievenbus,de brievenbus,31,3,6,8.185,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_3gNkgaxQ9C21dQW,de brievenbus,de brievenbus,31,4,6,3.268,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,de brievenbus,de brievenbus,31,3,5,5.128,,de,brievenbus,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,het licht,het licht,32,4,5,1.124,,het,licht,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,het licht,het licht,32,5,6,2.035,,het,licht,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,het licht,het licht,32,5,6,0.622,,het,licht,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,het licht,het licht,32,4,6,3.59,,het,licht,TRUE,TRUE,0,,,,,,
R_1LG8FwYsk4Xgq61,het licht,het licht,32,5,6,2.835,,het,licht,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,het licht,het licht,32,5,6,1.727,,het,licht,TRUE,TRUE,0,,,,,,
R_2dsf9d9zlzEbaRw,het licht,het licht,32,5,6,2.12,,het,licht,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,het licht,het licht,32,5,6,4.114,,het,licht,TRUE,TRUE,0,,,,,,
R_2SqwKT4bUhZVaYX,het licht,het licht,32,4,6,6.537,,het,licht,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,het licht,het licht,32,4,5,15.537,,het,licht,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,het licht,het licht,32,5,6,3.678,,het,licht,TRUE,TRUE,0,,,,,,
R_5iDE07CUBSNZdqF,de lamp,de lamp,32,4,6,5.542,,de,lamp,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,het licht,het licht,32,5,6,5.498,,het,licht,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,het licht,het licht,32,5,6,2.673,,het,licht,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,het licht,het licht,32,5,6,3.369,,het,licht,TRUE,TRUE,0,,,,,,
R_bg7cQUV93CWU245,de lamp,de lamp,32,5,6,3.614,,de,lamp,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,het licht,het licht,32,5,6,3.015,,het,licht,TRUE,TRUE,0,,,,,,
R_pGZjTA8wFerMwcV,het licht,het licht,32,5,6,4.044,,het,licht,TRUE,TRUE,0,,,,,,
R_ypTZBjEyvsMpFG9,de lamp,de lamp,32,5,6,2.437,,de,lamp,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,het licht,het licht,32,4,5,1.992,,het,licht,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,het licht,het licht,32,5,6,22.745,,het,licht,TRUE,TRUE,1,te voor de hand liggend,,0,,,
R_2Pv6m5XVNiv6pPQ,het licht,het licht,32,5,6,4.329,,het,licht,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,het licht,het licht,32,5,6,3.244,,het,licht,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,het licht,het licht,32,5,6,2.508,,het,licht,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,het licht,het licht,32,5,6,1.136,,het,licht,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,het licht,het licht,32,5,6,1.826,,het,licht,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,het licht,het licht,32,5,6,0.895,,het,licht,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,Het licht,het licht,32,5,6,4.12,,Het,licht,TRUE,TRUE,0,,,,,,
R_3fQa4YiudlrrSLd,het licht,het licht,32,5,6,1.545,,het,licht,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,het licht,het licht,32,5,6,2.586,,het,licht,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,het licht,het licht,32,4,6,5.59,,het,licht,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,het licht,het licht,32,5,6,2.054,,het,licht,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,het licht,het licht,32,5,6,2.05,,het,licht,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,het licht,het licht,32,5,6,3.776,,het,licht,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,het licht,het licht,32,5,6,3.076,,het,licht,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,het licht,het licht,32,5,6,4.956,,het,licht,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,het licht,het licht,32,5,6,4.404,,het,licht,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,het licht,het licht,32,5,6,2.273,,het,licht,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de lamp,de lamp,32,4,5,6.83,,de,lamp,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,het licht,het licht,32,5,6,3.681,,het,licht,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,het licht,het licht,32,4,5,4.043,,het,licht,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,het licht,het licht,32,5,6,2.117,,het,licht,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,het licht,het licht,32,5,6,45.147,,het,licht,TRUE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,het licht,het licht,32,5,6,1.193,,het,licht,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,het licht,het licht,32,5,6,4.203,,het,licht,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,het licht,het licht,32,5,6,2.206,,het,licht,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,het licht,het licht,32,5,6,3.895,,het,licht,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,het licht,het licht,32,5,6,773.421,,het,licht,TRUE,TRUE,0,,,,,,
R_qV03fIB34drHELn,het licht,het licht,32,1,6,4.076,,het,licht,TRUE,TRUE,1,"""op het knopje drukte"" klinkt natuurlijker voor mij",op het knopje drukte'  sounds more natural to me,0,0,0,
R_1mRh44rpwMf0PbH,het licht,het licht,32,5,6,4.956,,het,licht,TRUE,TRUE,0,,,,,,
R_3gNkgaxQ9C21dQW,de lamp,de lamp,32,5,6,2.281,,de,lamp,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,het licht,het licht,32,5,6,4.59,,het,licht,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,het journaal,het journaal,33,4,4,1.16,,het,journaal,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,het journaal,het journaal,33,5,6,3.662,,het,journaal,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,het nieuws,het journaal,33,5,6,0.543,,het,nieuws,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,het journaal,het journaal,33,5,6,7.398,,het,journaal,TRUE,TRUE,0,,,,,,
R_1LG8FwYsk4Xgq61,het journaal,het journaal,33,5,6,4.98,,het,journaal,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,het journaal,het journaal,33,4,6,4.539,,het,journaal,TRUE,TRUE,1,evt. het nieuws of het achtuurjournaal,,1,0,,
R_2dsf9d9zlzEbaRw,het journaal,het journaal,33,5,6,1.602,,het,journaal,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,het journaal,het journaal,33,5,6,3.918,,het,journaal,TRUE,TRUE,0,,,,,,
R_2SqwKT4bUhZVaYX,het nieuws,het journaal,33,3,5,7.708,,het,nieuws,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,het nieuws,het journaal,33,5,6,8.659,,het,nieuws,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,het nieuws,het journaal,33,3,6,3.608,,het,nieuws,TRUE,TRUE,0,,,,,,
R_5iDE07CUBSNZdqF,het journaal,het journaal,33,5,6,3.865,,het,journaal,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,het journaal,het journaal,33,5,6,3.473,,het,journaal,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,het journaal,het journaal,33,5,6,3.365,,het,journaal,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,het nieuws,het journaal,33,3,5,5.703,,het,nieuws,TRUE,TRUE,0,,,,,,
R_bg7cQUV93CWU245,het journaal,het journaal,33,5,6,4.514,,het,journaal,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,het nieuws,het journaal,33,5,6,4.086,,het,nieuws,TRUE,TRUE,1,alternatief: het journaal,,1,0,,
R_pGZjTA8wFerMwcV,het nieuws,het journaal,33,5,6,5.131,,het,nieuws,TRUE,TRUE,1,"Dit komt voor mij overeen met de werkelijkheid, dus dat maakt het makkelijker om in te vullen?",,0,,,
R_ypTZBjEyvsMpFG9,het nieuws,het journaal,33,5,5,3.92,,het,nieuws,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,het journaal,het journaal,33,4,5,2.303,,het,journaal,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,het journaal,het journaal,33,5,6,22.914,,het,journaal,TRUE,TRUE,0,,,,,,
R_2Pv6m5XVNiv6pPQ,het nieuws,het journaal,33,5,6,17.114,,het,nieuws,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,het nieuws,het journaal,33,3,5,6.365,,het,nieuws,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,het journaal,het journaal,33,4,6,6.205,,het,journaal,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,het nieuws,het journaal,33,5,6,1.445,,het,nieuws,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,het journaal,het journaal,33,5,6,1.271,,het,journaal,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,het journaal,het journaal,33,2,5,0.917,,het,journaal,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,Het nieuws,het journaal,33,5,6,5.486,,Het,nieuws,TRUE,TRUE,0,,,,,,
R_3fQa4YiudlrrSLd,het journaal,het journaal,33,5,6,2.663,,het,journaal,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,het nieuws,het journaal,33,5,6,5.249,,het,nieuws,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,het journaal,het journaal,33,4,6,15.081,34,het,journaal,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,het nieuws,het journaal,33,5,6,4.041,,het,nieuws,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,het journaal,het journaal,33,5,6,4.139,,het,journaal,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,het journaal,het journaal,33,5,6,7.198,,het,journaal,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,het journaal,het journaal,33,4,5,6.894,,het,journaal,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,het nieuws,het nieuws,33,5,6,5.159,,het,nieuws,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,het nieuws,het nieuws,33,5,6,15.199,,het,nieuws,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,het nieuws,het nieuws,33,5,6,3.658,,het,nieuws,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,het nieuws,het nieuws,33,4,6,6.781,,het,nieuws,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,het nieuws,het nieuws,33,5,6,6.159,,het,nieuws,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,het journaal,het journaal,33,5,6,5.267,,het,journaal,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,het journaal,het journaal,33,5,6,2,,het,journaal,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,het nieuws,het journaal,33,5,6,26.035,,het,nieuws,TRUE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,het journaal,het journaal,33,5,6,1.244,,het,journaal,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,het nieuws,het journaal,33,5,6,49.012,,het,nieuws,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,het nieuws,het nieuws,33,5,6,6.457,,het,nieuws,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,het nieuws,het journaal,33,5,6,4.6,,het,nieuws,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,het journaal,het journaal,33,4,6,4.301,,het,journaal,TRUE,TRUE,1,-,,0,,,
R_qV03fIB34drHELn,het nieuws,het journaal,33,1,5,6.446,,het,nieuws,TRUE,TRUE,0,,,,,,
R_1mRh44rpwMf0PbH,het journaal,het journaal,33,5,6,7.063,,het,journaal,TRUE,TRUE,0,,,,,,
R_3gNkgaxQ9C21dQW,Het journaal,het journaal,33,5,6,6.405,,Het,journaal,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,het nieuws,het nieuws,33,5,4,9.272,,het,nieuws,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,de wekker,de wekker,34,5,6,4.604,,de,wekker,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,de wekker,de wekker,34,4,5,3.362,,de,wekker,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,de wekker,de wekker,34,5,5,0.62,,de,wekker,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,de wekker,de wekker,34,5,6,3.964,,de,wekker,TRUE,TRUE,0,,,,,,
R_1LG8FwYsk4Xgq61,de wekker,de wekker,34,5,6,3.698,,de,wekker,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,de wekker,de wekker,34,5,6,1.048,,de,wekker,TRUE,TRUE,0,,,,,,
R_2dsf9d9zlzEbaRw,de wekker,de wekker,34,5,6,2.416,,de,wekker,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,de wekker,de wekker,34,5,6,235.551,,de,wekker,TRUE,TRUE,0,,,,,,
R_2SqwKT4bUhZVaYX,de wekker,de wekker,34,3,6,5.624,,de,wekker,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,de wekker,de wekker,34,5,6,7.378,,de,wekker,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,GI,gi,34,1,2,3.029,35,,-99,FALSE,FALSE,0,,,,,,
R_5iDE07CUBSNZdqF,de wekker,de wekker,34,5,6,3.299,,de,wekker,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,de wekker,de wekker,34,5,6,1.925,,de,wekker,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,de wekker,de wekker,34,5,6,5.971,,de,wekker,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,de wekker,de wekker,34,5,6,2.701,,de,wekker,TRUE,TRUE,0,,,,,,
R_bg7cQUV93CWU245,de wekker,de wekker,34,5,6,4.193,,de,wekker,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,de wekker,de wekker,34,5,5,25.67,,de,wekker,TRUE,TRUE,0,,,,,,
R_pGZjTA8wFerMwcV,de wekker,de wekker,34,5,6,4.117,,de,wekker,TRUE,TRUE,0,,,,,,
R_ypTZBjEyvsMpFG9,de wekker,de wekker,34,5,6,3.682,,de,wekker,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,de wekker,de wekker,34,4,6,1.478,,de,wekker,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,de wekker,de wekker,34,2,6,1.158,,de,wekker,TRUE,TRUE,0,,,,,,
R_2Pv6m5XVNiv6pPQ,de wekker,de wekker,34,5,6,5.036,,de,wekker,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,de wekker,de wekker,34,4,6,4.093,,de,wekker,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,de wekker,de wekker,34,4,6,8.993,,de,wekker,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,de wekker,de wekker,34,5,6,1.404,,de,wekker,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,de wekker,de wekker,34,4,5,2.134,,de,wekker,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,de wekker,de wekker,34,4,6,0.746,,de,wekker,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,De wekker,de wekker,34,5,6,7.743,,De,wekker,TRUE,TRUE,0,,,,,,
R_3fQa4YiudlrrSLd,de wekker,de wekker,34,5,6,1.141,,de,wekker,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,de wekker,de wekker,34,3,6,1.878,,de,wekker,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,de wekker,de wekker,34,1,6,15.301,,de,wekker,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,de wekker,de wekker,34,4,6,1.751,,de,wekker,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,de wekker,de wekker,34,5,6,2.059,,de,wekker,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,de wekker,de wekker,34,5,6,8.304,,de,wekker,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,de wekker,de wekker,34,4,5,3.671,,de,wekker,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,de wekker,de wekker,34,5,6,4.009,,de,wekker,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,de wekker,de wekker,34,5,6,5.709,,de,wekker,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,de wekker,de wekker,34,5,6,2.592,,de,wekker,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de wekker,de wekker,34,4,6,8.539,,de,wekker,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,de wekker,de wekker,34,4,6,4.571,,de,wekker,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,de wekker,de wekker,34,4,5,162.989,,de,wekker,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,de wekker,de wekker,34,5,6,2.354,,de,wekker,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,de wekker,de wekker,34,5,6,3.01,,de,wekker,TRUE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,de wekker,de wekker,34,5,6,0.7,,de,wekker,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,de wekker,de wekker,34,5,6,5.536,,de,wekker,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,de wekker,de wekker,34,5,6,4.932,,de,wekker,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,de wekker,de wekker,34,5,6,4.482,,de,wekker,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,de wekker,de wekker,34,5,6,4.566,,de,wekker,TRUE,TRUE,1,-,,0,,,
R_qV03fIB34drHELn,de wekker,de wekker,34,5,6,4.977,,de,wekker,TRUE,TRUE,0,,,,,,
R_1mRh44rpwMf0PbH,de wekker,de wekker,34,5,6,4.129,,de,wekker,TRUE,TRUE,0,,,,,,
R_3gNkgaxQ9C21dQW,de wekker,de wekker,34,4,6,1.626,,de,wekker,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,de wekker,de wekker,34,3,6,8.178,,de,wekker,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,het internet,het internet,35,4,5,0.988,,het,internet,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,het internet,het internet,35,4,5,3.911,,het,internet,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,het internet,het internet,35,2,5,11.441,,het,internet,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,het internet,het internet,35,3,4,5.13,,het,internet,TRUE,TRUE,0,,,,,,
R_1LG8FwYsk4Xgq61,het internet,het internet,35,4,5,4.948,,het,internet,TRUE,TRUE,1,online op het internet' is dubbelop,online op het internet is double,0,0,0,corrected
R_2wQZuV97sKRkDfp,het internet,het internet,35,2,6,1.137,,het,internet,TRUE,TRUE,1,zonder lidwoord (slechts internet),,0,,,
R_2dsf9d9zlzEbaRw,het internet,het internet,35,4,5,9.27,,het,internet,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,de site,de site,35,5,5,9.693,,de,site,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,de website,de website,35,2,6,6.822,,de,website,TRUE,TRUE,1,Ik verwacht een link naar de site.,,0,,,
R_5iDE07CUBSNZdqF,de site,de site,35,4,6,5.947,,de,site,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,de website,de website,35,2,3,2.487,,de,website,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,de website,de website,35,5,6,6.493,,de,website,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,de site,de site,35,4,5,76.732,,de,site,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,het internet,het internet,35,4,6,4.965,,het,internet,TRUE,TRUE,0,,,,,,
R_pGZjTA8wFerMwcV,het internet,het internet,35,3,6,6.465,,het,internet,TRUE,TRUE,0,,,,,,
R_ypTZBjEyvsMpFG9,het internet,het internet,35,4,5,4.032,,het,internet,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,het internet,het internet,35,2,4,5.645,,het,internet,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,het internet,het internet,35,5,6,5.025,,het,internet,TRUE,TRUE,1,idem,,0,,,
R_2Pv6m5XVNiv6pPQ,de website,de website,35,5,6,12.219,,de,website,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,het internet,het internet,35,3,4,12.194,,het,internet,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,de website,de website,35,3,4,9.017,,de,website,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,De computer,de computer,35,5,5,1.675,,De,computer,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,het internet,het internet,35,4,5,2.568,,het,internet,TRUE,TRUE,1,Online op het internet is 2x dubbelop,online op het internet is double,0,0,0,
R_1hEVfCsYXJCzsVp,het internet,het internet,35,1,2,0.554,,het,internet,TRUE,TRUE,1,Ik heb geen idee wat ik hier moet invullen.,,0,,,
R_cHiCbzLrQrYeizP,GI,gi,35,2,2,99.069,39,,-99,FALSE,FALSE,0,,,,,,
R_3fQa4YiudlrrSLd,het internet,het internet,35,4,6,1.064,,het,internet,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,het internet,het internet,35,3,5,63.965,,het,internet,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,de computer,de computer,35,4,6,17.055,,de,computer,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,de website,de website,35,5,5,2.387,,de,website,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,GI,gi,35,4,2,1.505,40,,-99,FALSE,FALSE,0,,,,,,
R_UrtVng9RxUYqodr,de website,de website,35,1,2,16.553,,de,website,TRUE,TRUE,1,"Online + website of online + het internet /= logisch (websites zoek je altijd online); andere opties hebben een bezittelijk voornaamwoord nodig, niet een lidwoord. ",,0,,,
R_yjxZCpumE2JuLwR,de website,de website,35,5,4,8.901,,de,website,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,het internet,het internet,35,4,4,223.898,,het,internet,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,het internet,het internet,35,3,5,3.032,,het,internet,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,het internet,het internet,35,5,6,11.402,,het,internet,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,het internet,het internet,35,4,5,11.032,,het,internet,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,de site,de site,35,3,4,2.561,,de,site,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,de website,de website,35,5,6,5.094,,de,website,TRUE,TRUE,0,,,,,,
