subj_id,qual_col,Completion,compLower,measure,row,sentID,determiner,noun,isDet,isWord
R_3FPt6NNv7fs4bHV,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_2uOs8d5Okoyss7z,Comp(7),het platteland ,het platteland ,Comp,7,7.0,,-99,False,False
R_1JEdl2aEMuUO63f,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_6L3ln2BoQAzJw2d,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_xAA7goWcKMvmb1D,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_248iCMeSwyLS8sF,Comp(7),het boerengat,het boerengat,Comp,7,7.0,het,boerengat,True,True
R_OING4tGkg3q8VLb,Comp(7),een land,een land,Comp,7,7.0,een,land,False,True
R_3kvbwPackXPANmo,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_3lRiG6M8Z6vKWZh,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_3q9cZ9NJjEx872v,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_ABt8n7PxUqkXqy5,Comp(7),Het platteland ,het platteland ,Comp,7,7.0,,-99,False,False
R_3k6rPDoCD4kup7x,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_p6iBXJstulO97Jn,Comp(7),Het platteland,het platteland,Comp,7,7.0,Het,platteland,True,True
R_USFewLQTXHp0kPT,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_1AeLfMZXZ76HTHz,Comp(8),sd,sd,Comp,8,8.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_6Pg4ql6MQumxZo9,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1QaBlAsk46HI9NJ,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_pKtuHvEeh5mujgl,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_RrYmeJDnKB3hv7r,Comp(8),de koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_2alPe2ZkILnzWYp,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_24zMzQY1U9LX5Gf,Comp(8),koelkast,koelkast,Comp,8,8.0,,-99,False,False
R_2zAp7MZjWbJtouD,Comp(8),de koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_1lgea30X5yRbWgb,Comp(8),Koelkast,koelkast,Comp,8,8.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_23TSscPxb3G1aSA,Comp(8),koelkast,koelkast,Comp,8,8.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_2PpvbvcItA8LcqM,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_25WvorTEPc7DuHX,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_ZJCIt5D6m80Wim5,Comp(8),De koelkast,de koelkast,Comp,8,8.0,De,koelkast,True,True
R_6gQpeEEoAOw1CNz,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_UcJP3naTdDXJEDn,Comp(8),De koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1HiWKvIl546M44z,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_BFIiDPrnKiKOhkB,Comp(8),de koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_232AZeZQOdbRSAK,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1odMwWpdALe3A7c,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_3CMZ1prTdwstnIi,Comp(8),de koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_2qwqWlqovi1EnxK,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1nSW9rReHHlwpSQ,Comp(8),De koelkast ,de koelkast ,Comp,8,8.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_2uOs8d5Okoyss7z,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1JEdl2aEMuUO63f,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_6L3ln2BoQAzJw2d,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_xAA7goWcKMvmb1D,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_248iCMeSwyLS8sF,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_OING4tGkg3q8VLb,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_3kvbwPackXPANmo,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_3lRiG6M8Z6vKWZh,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_3q9cZ9NJjEx872v,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_ABt8n7PxUqkXqy5,Comp(8),De koelkast,de koelkast,Comp,8,8.0,De,koelkast,True,True
R_3k6rPDoCD4kup7x,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_p6iBXJstulO97Jn,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_USFewLQTXHp0kPT,Comp(8),de koelkast,de koelkast,Comp,8,8.0,de,koelkast,True,True
R_1AeLfMZXZ76HTHz,Comp(9),sd,sd,Comp,9,9.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(9),de vorken,de vorken,Comp,9,9.0,de,vorken,True,True
R_6Pg4ql6MQumxZo9,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1QaBlAsk46HI9NJ,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_pKtuHvEeh5mujgl,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_RrYmeJDnKB3hv7r,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_2alPe2ZkILnzWYp,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_24zMzQY1U9LX5Gf,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_2zAp7MZjWbJtouD,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1lgea30X5yRbWgb,Comp(9),Bestek,bestek,Comp,9,9.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_23TSscPxb3G1aSA,Comp(9),bestek,bestek,Comp,9,9.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(9),het bestek ,het bestek ,Comp,9,9.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_25WvorTEPc7DuHX,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_ZJCIt5D6m80Wim5,Comp(9),Het bestek,het bestek,Comp,9,9.0,Het,bestek,True,True
R_6gQpeEEoAOw1CNz,Comp(9),een opscheplepel,een opscheplepel,Comp,9,9.0,een,opscheplepel,False,True
R_UcJP3naTdDXJEDn,Comp(9),Het bestek,het bestek,Comp,9,9.0,Het,bestek,True,True
R_21pKbw8vqrjpJ4Q,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1HiWKvIl546M44z,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_BFIiDPrnKiKOhkB,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_232AZeZQOdbRSAK,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1odMwWpdALe3A7c,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_3CMZ1prTdwstnIi,Comp(9),bestek ,bestek ,Comp,9,9.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_2qwqWlqovi1EnxK,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1nSW9rReHHlwpSQ,Comp(9),Het bestek,het bestek,Comp,9,9.0,Het,bestek,True,True
R_3FPt6NNv7fs4bHV,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_2uOs8d5Okoyss7z,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1JEdl2aEMuUO63f,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_6L3ln2BoQAzJw2d,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_xAA7goWcKMvmb1D,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_248iCMeSwyLS8sF,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_OING4tGkg3q8VLb,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_3kvbwPackXPANmo,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_3lRiG6M8Z6vKWZh,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_3q9cZ9NJjEx872v,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_ABt8n7PxUqkXqy5,Comp(9),Het bestek,het bestek,Comp,9,9.0,Het,bestek,True,True
R_3k6rPDoCD4kup7x,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_p6iBXJstulO97Jn,Comp(9),Het bestek,het bestek,Comp,9,9.0,Het,bestek,True,True
R_USFewLQTXHp0kPT,Comp(9),het bestek,het bestek,Comp,9,9.0,het,bestek,True,True
R_1AeLfMZXZ76HTHz,Comp(10),sd,sd,Comp,10,10.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(10),de dierenartd,de dierenartd,Comp,10,10.0,de,dierenartd,True,False
R_6Pg4ql6MQumxZo9,Comp(10),de dokter,de dokter,Comp,10,10.0,de,dokter,True,True
R_1QaBlAsk46HI9NJ,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_pKtuHvEeh5mujgl,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_RrYmeJDnKB3hv7r,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_2alPe2ZkILnzWYp,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_24zMzQY1U9LX5Gf,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_2zAp7MZjWbJtouD,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_1lgea30X5yRbWgb,Comp(10),Dierenarts,dierenarts,Comp,10,10.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_23TSscPxb3G1aSA,Comp(10),dierenarts,dierenarts,Comp,10,10.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(10),de dierenarts ,de dierenarts ,Comp,10,10.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_25WvorTEPc7DuHX,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_ZJCIt5D6m80Wim5,Comp(10),De dierenarts,de dierenarts,Comp,10,10.0,De,dierenarts,True,True
R_6gQpeEEoAOw1CNz,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_UcJP3naTdDXJEDn,Comp(10),De dierenarts ,de dierenarts ,Comp,10,10.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_1HiWKvIl546M44z,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_BFIiDPrnKiKOhkB,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_232AZeZQOdbRSAK,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_1odMwWpdALe3A7c,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_3CMZ1prTdwstnIi,Comp(10),de dierenarts ,de dierenarts ,Comp,10,10.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_2qwqWlqovi1EnxK,Comp(10),de dierendokter,de dierendokter,Comp,10,10.0,de,dierendokter,True,False
R_1nSW9rReHHlwpSQ,Comp(10),De dierenarts,de dierenarts,Comp,10,10.0,De,dierenarts,True,True
R_3FPt6NNv7fs4bHV,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_2uOs8d5Okoyss7z,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_1JEdl2aEMuUO63f,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_6L3ln2BoQAzJw2d,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_xAA7goWcKMvmb1D,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_248iCMeSwyLS8sF,Comp(10),het asiel,het asiel,Comp,10,10.0,het,asiel,True,True
R_OING4tGkg3q8VLb,Comp(10),de dierenklinik,de dierenklinik,Comp,10,10.0,de,dierenklinik,True,False
R_3kvbwPackXPANmo,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_3lRiG6M8Z6vKWZh,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_3q9cZ9NJjEx872v,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_ABt8n7PxUqkXqy5,Comp(10),De dierenarts,de dierenarts,Comp,10,10.0,De,dierenarts,True,True
R_3k6rPDoCD4kup7x,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_p6iBXJstulO97Jn,Comp(10),De dierenarts,de dierenarts,Comp,10,10.0,De,dierenarts,True,True
R_USFewLQTXHp0kPT,Comp(10),de dierenarts,de dierenarts,Comp,10,10.0,de,dierenarts,True,True
R_1AeLfMZXZ76HTHz,Comp(11),sd,sd,Comp,11,11.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_6Pg4ql6MQumxZo9,Comp(11),een gevangenis,een gevangenis,Comp,11,11.0,een,gevangenis,False,True
R_1QaBlAsk46HI9NJ,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_pKtuHvEeh5mujgl,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_RrYmeJDnKB3hv7r,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_2alPe2ZkILnzWYp,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_24zMzQY1U9LX5Gf,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_2zAp7MZjWbJtouD,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_1lgea30X5yRbWgb,Comp(11),Gevangenis,gevangenis,Comp,11,11.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_23TSscPxb3G1aSA,Comp(11),gevangenis,gevangenis,Comp,11,11.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(11),de gevangenis ,de gevangenis ,Comp,11,11.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_25WvorTEPc7DuHX,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_ZJCIt5D6m80Wim5,Comp(11),De gevangenis,de gevangenis,Comp,11,11.0,De,gevangenis,True,True
R_6gQpeEEoAOw1CNz,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_UcJP3naTdDXJEDn,Comp(11),De gevangenis ,de gevangenis ,Comp,11,11.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_1HiWKvIl546M44z,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_BFIiDPrnKiKOhkB,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_232AZeZQOdbRSAK,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_1odMwWpdALe3A7c,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_3CMZ1prTdwstnIi,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_2SDkvNUYWKzQ9b4,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_2qwqWlqovi1EnxK,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_1nSW9rReHHlwpSQ,Comp(11),De gevangenis ,de gevangenis ,Comp,11,11.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_2uOs8d5Okoyss7z,Comp(11),de gevangenis ,de gevangenis ,Comp,11,11.0,,-99,False,False
R_1JEdl2aEMuUO63f,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_6L3ln2BoQAzJw2d,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_xAA7goWcKMvmb1D,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_248iCMeSwyLS8sF,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_OING4tGkg3q8VLb,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_3kvbwPackXPANmo,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_3lRiG6M8Z6vKWZh,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_3q9cZ9NJjEx872v,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_ABt8n7PxUqkXqy5,Comp(11),De gevangenis ,de gevangenis ,Comp,11,11.0,,-99,False,False
R_3k6rPDoCD4kup7x,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_p6iBXJstulO97Jn,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_USFewLQTXHp0kPT,Comp(11),de gevangenis,de gevangenis,Comp,11,11.0,de,gevangenis,True,True
R_1AeLfMZXZ76HTHz,Comp(12),sd,sd,Comp,12,12.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_6Pg4ql6MQumxZo9,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_1QaBlAsk46HI9NJ,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_pKtuHvEeh5mujgl,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_RrYmeJDnKB3hv7r,Comp(12),de economie ,de economie ,Comp,12,12.0,,-99,False,False
R_2alPe2ZkILnzWYp,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_24zMzQY1U9LX5Gf,Comp(12),de ecnonomie,de ecnonomie,Comp,12,12.0,de,ecnonomie,True,False
R_2zAp7MZjWbJtouD,Comp(12),de economie ,de economie ,Comp,12,12.0,,-99,False,False
R_1lgea30X5yRbWgb,Comp(12),Economie ,economie ,Comp,12,12.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_23TSscPxb3G1aSA,Comp(12),economie,economie,Comp,12,12.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(12),de economie ,de economie ,Comp,12,12.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(12),de econimie,de econimie,Comp,12,12.0,de,econimie,True,False
R_25WvorTEPc7DuHX,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_ZJCIt5D6m80Wim5,Comp(12),De economie,de economie,Comp,12,12.0,De,economie,True,True
R_6gQpeEEoAOw1CNz,Comp(12),het welzijn,het welzijn,Comp,12,12.0,het,welzijn,True,True
R_UcJP3naTdDXJEDn,Comp(12),De economie ,de economie ,Comp,12,12.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_1HiWKvIl546M44z,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_BFIiDPrnKiKOhkB,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_232AZeZQOdbRSAK,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_1odMwWpdALe3A7c,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_3CMZ1prTdwstnIi,Comp(12),de economie ,de economie ,Comp,12,12.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_2qwqWlqovi1EnxK,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_1nSW9rReHHlwpSQ,Comp(12),De economie ,de economie ,Comp,12,12.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_2uOs8d5Okoyss7z,Comp(12),de economie ,de economie ,Comp,12,12.0,,-99,False,False
R_1JEdl2aEMuUO63f,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_6L3ln2BoQAzJw2d,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_xAA7goWcKMvmb1D,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_248iCMeSwyLS8sF,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_OING4tGkg3q8VLb,Comp(12),de econimie,de econimie,Comp,12,12.0,de,econimie,True,False
R_3kvbwPackXPANmo,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_3lRiG6M8Z6vKWZh,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_3q9cZ9NJjEx872v,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_ABt8n7PxUqkXqy5,Comp(12),De economie,de economie,Comp,12,12.0,De,economie,True,True
R_3k6rPDoCD4kup7x,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_p6iBXJstulO97Jn,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_USFewLQTXHp0kPT,Comp(12),de economie,de economie,Comp,12,12.0,de,economie,True,True
R_1AeLfMZXZ76HTHz,Comp(13),sd,sd,Comp,13,13.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(13),De schoorsteen,de schoorsteen,Comp,13,13.0,De,schoorsteen,True,True
R_6Pg4ql6MQumxZo9,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1QaBlAsk46HI9NJ,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_pKtuHvEeh5mujgl,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_RrYmeJDnKB3hv7r,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_2alPe2ZkILnzWYp,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_24zMzQY1U9LX5Gf,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_2zAp7MZjWbJtouD,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1lgea30X5yRbWgb,Comp(13),Schoorsteen,schoorsteen,Comp,13,13.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_23TSscPxb3G1aSA,Comp(13),schoorsteen,schoorsteen,Comp,13,13.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(13),de achtertuin ,de achtertuin ,Comp,13,13.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_25WvorTEPc7DuHX,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_ZJCIt5D6m80Wim5,Comp(13),De schoorsteen,de schoorsteen,Comp,13,13.0,De,schoorsteen,True,True
R_6gQpeEEoAOw1CNz,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_UcJP3naTdDXJEDn,Comp(13),De schoorsteen ,de schoorsteen ,Comp,13,13.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1HiWKvIl546M44z,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_BFIiDPrnKiKOhkB,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_232AZeZQOdbRSAK,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1odMwWpdALe3A7c,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_3CMZ1prTdwstnIi,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_2SDkvNUYWKzQ9b4,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_2qwqWlqovi1EnxK,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1nSW9rReHHlwpSQ,Comp(13),De schoorsteen ,de schoorsteen ,Comp,13,13.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_2uOs8d5Okoyss7z,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_1JEdl2aEMuUO63f,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
R_6L3ln2BoQAzJw2d,Comp(13),de schoorsteen,de schoorsteen,Comp,13,13.0,de,schoorsteen,True,True
