subj_id,qual_col,Completion,measure,row,sentID,compNoTrail,compLower,determiner,noun,isDet,isWord
R_ABt8n7PxUqkXqy5,Comp(6),De bank ,Comp,6,148,De bank,de bank,De,bank,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(6),Een bankrekening,Comp,6,148,Een bankrekening,een bankrekening,Een,bankrekening,FALSE,TRUE
R_USFewLQTXHp0kPT,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(7),het platteland ,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(7),het land,Comp,7,149,het land,het land,het,land,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(7),Platteland,Comp,7,149,Platteland,platteland,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(7),platteland,Comp,7,149,platteland,platteland,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(7),de veluwe,Comp,7,149,de veluwe,de veluwe,de,veluwe,TRUE,FALSE
R_2PpvbvcItA8LcqM,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(7),Het platteland,Comp,7,149,Het platteland,het platteland,Het,platteland,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(7),Het platteland ,Comp,7,149,Het platteland,het platteland,Het,platteland,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(7),de plaatsen,Comp,7,149,de plaatsen,de plaatsen,de,plaatsen,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(7),GI,Comp,7,149,GI,gi,,-99,FALSE,FALSE
R_232AZeZQOdbRSAK,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(7),Het platteland ,Comp,7,149,Het platteland,het platteland,Het,platteland,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(7),het platteland ,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(7),het boerengat,Comp,7,149,het boerengat,het boerengat,het,boerengat,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(7),een land,Comp,7,149,een land,een land,een,land,FALSE,TRUE
R_3kvbwPackXPANmo,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(7),Het platteland ,Comp,7,149,Het platteland,het platteland,Het,platteland,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(7),Het platteland,Comp,7,149,Het platteland,het platteland,Het,platteland,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(7),het platteland,Comp,7,149,het platteland,het platteland,het,platteland,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(8),de koelkast ,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(8),koelkast,Comp,8,150,koelkast,koelkast,,-99,FALSE,FALSE
R_2zAp7MZjWbJtouD,Comp(8),de koelkast ,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(8),Koelkast,Comp,8,150,Koelkast,koelkast,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(8),koelkast,Comp,8,150,koelkast,koelkast,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(8),De koelkast,Comp,8,150,De koelkast,de koelkast,De,koelkast,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(8),De koelkast ,Comp,8,150,De koelkast,de koelkast,De,koelkast,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(8),de koelkast ,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(8),de koelkast ,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(8),De koelkast ,Comp,8,150,De koelkast,de koelkast,De,koelkast,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(8),De koelkast,Comp,8,150,De koelkast,de koelkast,De,koelkast,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(8),de koelkast,Comp,8,150,de koelkast,de koelkast,de,koelkast,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(9),de vorken,Comp,9,151,de vorken,de vorken,de,vorken,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(9),Bestek,Comp,9,151,Bestek,bestek,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(9),bestek,Comp,9,151,bestek,bestek,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(9),het bestek ,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(9),Het bestek,Comp,9,151,Het bestek,het bestek,Het,bestek,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(9),een opscheplepel,Comp,9,151,een opscheplepel,een opscheplepel,een,opscheplepel,FALSE,TRUE
R_UcJP3naTdDXJEDn,Comp(9),Het bestek,Comp,9,151,Het bestek,het bestek,Het,bestek,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(9),bestek ,Comp,9,151,bestek,bestek,,-99,FALSE,FALSE
R_2SDkvNUYWKzQ9b4,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(9),Het bestek,Comp,9,151,Het bestek,het bestek,Het,bestek,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(9),Het bestek,Comp,9,151,Het bestek,het bestek,Het,bestek,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(9),Het bestek,Comp,9,151,Het bestek,het bestek,Het,bestek,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(9),het bestek,Comp,9,151,het bestek,het bestek,het,bestek,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,FALSE
R_6Pg4ql6MQumxZo9,Comp(10),de dokter,Comp,10,152,de dokter,de dokter,de,dokter,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(10),Dierenarts,Comp,10,152,Dierenarts,dierenarts,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(10),dierenarts,Comp,10,152,dierenarts,dierenarts,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(10),de dierenarts ,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(10),De dierenarts,Comp,10,152,De dierenarts,de dierenarts,De,dierenarts,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(10),De dierenarts ,Comp,10,152,De dierenarts,de dierenarts,De,dierenarts,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(10),de dierenarts ,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(10),de dierendokter,Comp,10,152,de dierendokter,de dierendokter,de,dierendokter,TRUE,FALSE
R_1nSW9rReHHlwpSQ,Comp(10),De dierenarts,Comp,10,152,De dierenarts,de dierenarts,De,dierenarts,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(10),het asiel,Comp,10,152,het asiel,het asiel,het,asiel,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(10),de dierenkliniek,Comp,10,152,de dierenkliniek,de dierenkliniek,de,dierenkliniek,TRUE,FALSE
R_3kvbwPackXPANmo,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(10),De dierenarts,Comp,10,152,De dierenarts,de dierenarts,De,dierenarts,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(10),De dierenarts,Comp,10,152,De dierenarts,de dierenarts,De,dierenarts,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(10),de dierenarts,Comp,10,152,de dierenarts,de dierenarts,de,dierenarts,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(11),een gevangenis,Comp,11,153,een gevangenis,een gevangenis,een,gevangenis,FALSE,TRUE
R_1QaBlAsk46HI9NJ,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(11),Gevangenis,Comp,11,153,Gevangenis,gevangenis,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(11),gevangenis,Comp,11,153,gevangenis,gevangenis,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(11),de gevangenis ,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(11),De gevangenis,Comp,11,153,De gevangenis,de gevangenis,De,gevangenis,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(11),De gevangenis ,Comp,11,153,De gevangenis,de gevangenis,De,gevangenis,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(11),De gevangenis ,Comp,11,153,De gevangenis,de gevangenis,De,gevangenis,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(11),de gevangenis ,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(11),De gevangenis ,Comp,11,153,De gevangenis,de gevangenis,De,gevangenis,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(11),de gevangenis,Comp,11,153,de gevangenis,de gevangenis,de,gevangenis,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(12),de economie ,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(12),de economie,Comp,12,154,de economie,de economie,de,economie,TRUE,FALSE
R_2zAp7MZjWbJtouD,Comp(12),de economie ,Comp,12,154,de economie,de economie,de,economie,TRUE,TRUE
