subj_id,AdditCom,measure,sentID
R_qV03fIB34drHELn,,AdditCom,30
R_1mRh44rpwMf0PbH,,AdditCom,30
R_3gNkgaxQ9C21dQW,,AdditCom,30
R_21umvRGJCCZXoit,,AdditCom,30
R_BKctGx9a1Hi7w4h,,AdditCom,31
R_u2ffULg0uVmoetj,,AdditCom,31
R_2vf9l3GOwanVBOH,,AdditCom,31
R_OqjAwL4brYESqul,Thuis voelt niet nodig hier.,AdditCom,31
R_1LG8FwYsk4Xgq61,,AdditCom,31
R_2wQZuV97sKRkDfp,bus van brievenbus,AdditCom,31
R_2dsf9d9zlzEbaRw,,AdditCom,31
R_3j0ZzVXSe6NB0v0,,AdditCom,31
R_2SqwKT4bUhZVaYX,,AdditCom,31
R_6yuZ6GaDGqciNE1,,AdditCom,31
R_22DGKB9Dz59SJIt,,AdditCom,31
R_5iDE07CUBSNZdqF,,AdditCom,31
R_2w61flKU0TAtmrX,,AdditCom,31
R_2Y4gtCNHITcznSw,,AdditCom,31
R_2qDHMLvHLCvMWMS,,AdditCom,31
R_bg7cQUV93CWU245,,AdditCom,31
R_2OTJk9jZohSfhSm,"voluit: de brievenbus, maar de bus kwam het eerst in me op. ",AdditCom,31
R_pGZjTA8wFerMwcV,"Ik heb geen postvak thuis, dus ik dacht aan 'op de mat', maar toen klopte het voorzetsel niet.",AdditCom,31
R_ypTZBjEyvsMpFG9,,AdditCom,31
R_2YkUceTXXRwe7af,,AdditCom,31
R_3D2u0Wq74kM9j2C,,AdditCom,31
R_2Pv6m5XVNiv6pPQ,,AdditCom,31
R_T1l2TIrq1do7Orn,,AdditCom,31
R_9KphKBeCPmqzBCl,,AdditCom,31
R_3qKjZplc0t8Y2IU,,AdditCom,31
R_4GA7uQFTqbGKnlf,,AdditCom,31
R_1hEVfCsYXJCzsVp,,AdditCom,31
R_cHiCbzLrQrYeizP,,AdditCom,31
R_3fQa4YiudlrrSLd,,AdditCom,31
R_z0gtYvawsJg834J,,AdditCom,31
R_2SvKoXHDxtivA4o,,AdditCom,31
R_CeG821dsnmsmiZP,,AdditCom,31
R_3MG93Py9LV1lYqI,,AdditCom,31
R_UrtVng9RxUYqodr,,AdditCom,31
R_yjxZCpumE2JuLwR,,AdditCom,31
R_eOEX0Ye1lmhGlyl,,AdditCom,31
R_cCLhtJmTS5XidYl,,AdditCom,31
R_vZ75WKEQFz64rIt,,AdditCom,31
R_1Nzi2lWnM0CO3kn,,AdditCom,31
R_2tu71tqKKoKbfJ0,,AdditCom,31
R_2PdQi8meHWRd7Fb,,AdditCom,31
R_3PaHNs19NCzMVbu,,AdditCom,31
R_CjK7Ok90OSXQ3XH,,AdditCom,31
R_1lgEwIKXFHGT01V,,AdditCom,31
R_2qq1JLwmdrdJM9d,,AdditCom,31
R_ZrTEV9TpypUZEC5,,AdditCom,31
R_3Gq55dSXHC6ANc8,,AdditCom,31
R_3D8b4ozl4q217Ie,"'thuis' had best weggelaten worden in mijn ogen, dit maakte namelijk voor mij de zin iets onnatuurlijker. ",AdditCom,31
R_qV03fIB34drHELn,,AdditCom,31
R_1mRh44rpwMf0PbH,,AdditCom,31
R_3gNkgaxQ9C21dQW,,AdditCom,31
R_21umvRGJCCZXoit,,AdditCom,31
R_BKctGx9a1Hi7w4h,,AdditCom,32
R_u2ffULg0uVmoetj,,AdditCom,32
R_2vf9l3GOwanVBOH,,AdditCom,32
R_OqjAwL4brYESqul,,AdditCom,32
R_1LG8FwYsk4Xgq61,,AdditCom,32
R_2wQZuV97sKRkDfp,,AdditCom,32
R_2dsf9d9zlzEbaRw,,AdditCom,32
R_3j0ZzVXSe6NB0v0,,AdditCom,32
R_2SqwKT4bUhZVaYX,,AdditCom,32
R_6yuZ6GaDGqciNE1,,AdditCom,32
R_22DGKB9Dz59SJIt,,AdditCom,32
R_5iDE07CUBSNZdqF,,AdditCom,32
R_2w61flKU0TAtmrX,,AdditCom,32
R_2Y4gtCNHITcznSw,,AdditCom,32
R_2qDHMLvHLCvMWMS,,AdditCom,32
R_bg7cQUV93CWU245,,AdditCom,32
R_2OTJk9jZohSfhSm,,AdditCom,32
R_pGZjTA8wFerMwcV,,AdditCom,32
R_ypTZBjEyvsMpFG9,,AdditCom,32
R_2YkUceTXXRwe7af,,AdditCom,32
R_3D2u0Wq74kM9j2C,te voor de hand liggend,AdditCom,32
R_2Pv6m5XVNiv6pPQ,,AdditCom,32
R_T1l2TIrq1do7Orn,,AdditCom,32
R_9KphKBeCPmqzBCl,,AdditCom,32
R_3qKjZplc0t8Y2IU,,AdditCom,32
R_4GA7uQFTqbGKnlf,,AdditCom,32
R_1hEVfCsYXJCzsVp,,AdditCom,32
R_cHiCbzLrQrYeizP,,AdditCom,32
R_3fQa4YiudlrrSLd,,AdditCom,32
R_z0gtYvawsJg834J,,AdditCom,32
R_2SvKoXHDxtivA4o,,AdditCom,32
R_CeG821dsnmsmiZP,,AdditCom,32
R_3MG93Py9LV1lYqI,,AdditCom,32
R_UrtVng9RxUYqodr,,AdditCom,32
R_yjxZCpumE2JuLwR,,AdditCom,32
R_eOEX0Ye1lmhGlyl,,AdditCom,32
R_cCLhtJmTS5XidYl,,AdditCom,32
R_vZ75WKEQFz64rIt,,AdditCom,32
R_1Nzi2lWnM0CO3kn,,AdditCom,32
R_2tu71tqKKoKbfJ0,,AdditCom,32
R_2PdQi8meHWRd7Fb,,AdditCom,32
R_3PaHNs19NCzMVbu,,AdditCom,32
R_CjK7Ok90OSXQ3XH,,AdditCom,32
R_1lgEwIKXFHGT01V,,AdditCom,32
R_2qq1JLwmdrdJM9d,,AdditCom,32
R_ZrTEV9TpypUZEC5,,AdditCom,32
R_3Gq55dSXHC6ANc8,,AdditCom,32
R_3D8b4ozl4q217Ie,,AdditCom,32
R_qV03fIB34drHELn,"""op het knopje drukte"" klinkt natuurlijker voor mij",AdditCom,32
R_1mRh44rpwMf0PbH,,AdditCom,32
R_3gNkgaxQ9C21dQW,,AdditCom,32
R_21umvRGJCCZXoit,,AdditCom,32
R_BKctGx9a1Hi7w4h,,AdditCom,33
R_u2ffULg0uVmoetj,,AdditCom,33
R_2vf9l3GOwanVBOH,,AdditCom,33
R_OqjAwL4brYESqul,,AdditCom,33
R_1LG8FwYsk4Xgq61,,AdditCom,33
R_2wQZuV97sKRkDfp,evt. het nieuws of het achtuurjournaal,AdditCom,33
R_2dsf9d9zlzEbaRw,,AdditCom,33
R_3j0ZzVXSe6NB0v0,,AdditCom,33
R_2SqwKT4bUhZVaYX,,AdditCom,33
R_6yuZ6GaDGqciNE1,,AdditCom,33
R_22DGKB9Dz59SJIt,,AdditCom,33
R_5iDE07CUBSNZdqF,,AdditCom,33
R_2w61flKU0TAtmrX,,AdditCom,33
R_2Y4gtCNHITcznSw,,AdditCom,33
R_2qDHMLvHLCvMWMS,,AdditCom,33
R_bg7cQUV93CWU245,,AdditCom,33
R_2OTJk9jZohSfhSm,alternatief: het journaal ,AdditCom,33
R_pGZjTA8wFerMwcV,"Dit komt voor mij overeen met de werkelijkheid, dus dat maakt het makkelijker om in te vullen?",AdditCom,33
R_ypTZBjEyvsMpFG9,,AdditCom,33
R_2YkUceTXXRwe7af,,AdditCom,33
R_3D2u0Wq74kM9j2C,,AdditCom,33
R_2Pv6m5XVNiv6pPQ,,AdditCom,33
R_T1l2TIrq1do7Orn,,AdditCom,33
R_9KphKBeCPmqzBCl,,AdditCom,33
R_3qKjZplc0t8Y2IU,,AdditCom,33
R_4GA7uQFTqbGKnlf,,AdditCom,33
R_1hEVfCsYXJCzsVp,,AdditCom,33
R_cHiCbzLrQrYeizP,,AdditCom,33
R_3fQa4YiudlrrSLd,,AdditCom,33
R_z0gtYvawsJg834J,,AdditCom,33
R_2SvKoXHDxtivA4o,,AdditCom,33
R_CeG821dsnmsmiZP,,AdditCom,33
R_3MG93Py9LV1lYqI,,AdditCom,33
R_UrtVng9RxUYqodr,,AdditCom,33
R_yjxZCpumE2JuLwR,,AdditCom,33
R_eOEX0Ye1lmhGlyl,,AdditCom,33
R_cCLhtJmTS5XidYl,,AdditCom,33
R_vZ75WKEQFz64rIt,,AdditCom,33
R_1Nzi2lWnM0CO3kn,,AdditCom,33
R_2tu71tqKKoKbfJ0,,AdditCom,33
R_2PdQi8meHWRd7Fb,,AdditCom,33
R_3PaHNs19NCzMVbu,,AdditCom,33
R_CjK7Ok90OSXQ3XH,,AdditCom,33
R_1lgEwIKXFHGT01V,,AdditCom,33
R_2qq1JLwmdrdJM9d,,AdditCom,33
R_ZrTEV9TpypUZEC5,,AdditCom,33
R_3Gq55dSXHC6ANc8,,AdditCom,33
R_3D8b4ozl4q217Ie,-,AdditCom,33
R_qV03fIB34drHELn,,AdditCom,33
R_1mRh44rpwMf0PbH,,AdditCom,33
R_3gNkgaxQ9C21dQW,,AdditCom,33
R_21umvRGJCCZXoit,,AdditCom,33
R_BKctGx9a1Hi7w4h,,AdditCom,34
R_u2ffULg0uVmoetj,,AdditCom,34
R_2vf9l3GOwanVBOH,,AdditCom,34
R_OqjAwL4brYESqul,,AdditCom,34
R_1LG8FwYsk4Xgq61,,AdditCom,34
R_2wQZuV97sKRkDfp,,AdditCom,34
R_2dsf9d9zlzEbaRw,,AdditCom,34
R_3j0ZzVXSe6NB0v0,,AdditCom,34
R_2SqwKT4bUhZVaYX,,AdditCom,34
R_6yuZ6GaDGqciNE1,,AdditCom,34
R_22DGKB9Dz59SJIt,,AdditCom,34
R_5iDE07CUBSNZdqF,,AdditCom,34
R_2w61flKU0TAtmrX,,AdditCom,34
R_2Y4gtCNHITcznSw,,AdditCom,34
R_2qDHMLvHLCvMWMS,,AdditCom,34
R_bg7cQUV93CWU245,,AdditCom,34
R_2OTJk9jZohSfhSm,,AdditCom,34
R_pGZjTA8wFerMwcV,,AdditCom,34
R_ypTZBjEyvsMpFG9,,AdditCom,34
R_2YkUceTXXRwe7af,,AdditCom,34
R_3D2u0Wq74kM9j2C,,AdditCom,34
R_2Pv6m5XVNiv6pPQ,,AdditCom,34
R_T1l2TIrq1do7Orn,,AdditCom,34
R_9KphKBeCPmqzBCl,,AdditCom,34
R_3qKjZplc0t8Y2IU,,AdditCom,34
R_4GA7uQFTqbGKnlf,,AdditCom,34
R_1hEVfCsYXJCzsVp,,AdditCom,34
R_cHiCbzLrQrYeizP,,AdditCom,34
R_3fQa4YiudlrrSLd,,AdditCom,34
R_z0gtYvawsJg834J,,AdditCom,34
R_2SvKoXHDxtivA4o,,AdditCom,34
R_CeG821dsnmsmiZP,,AdditCom,34
R_3MG93Py9LV1lYqI,,AdditCom,34
R_UrtVng9RxUYqodr,,AdditCom,34
R_yjxZCpumE2JuLwR,,AdditCom,34
R_eOEX0Ye1lmhGlyl,,AdditCom,34
R_cCLhtJmTS5XidYl,,AdditCom,34
R_vZ75WKEQFz64rIt,,AdditCom,34
R_1Nzi2lWnM0CO3kn,,AdditCom,34
R_2tu71tqKKoKbfJ0,,AdditCom,34
R_2PdQi8meHWRd7Fb,,AdditCom,34
R_3PaHNs19NCzMVbu,,AdditCom,34
R_CjK7Ok90OSXQ3XH,,AdditCom,34
R_1lgEwIKXFHGT01V,,AdditCom,34
R_2qq1JLwmdrdJM9d,,AdditCom,34
R_ZrTEV9TpypUZEC5,,AdditCom,34
R_3Gq55dSXHC6ANc8,,AdditCom,34
R_3D8b4ozl4q217Ie,-,AdditCom,34
R_qV03fIB34drHELn,,AdditCom,34
R_1mRh44rpwMf0PbH,,AdditCom,34
R_3gNkgaxQ9C21dQW,,AdditCom,34
R_21umvRGJCCZXoit,,AdditCom,34
R_BKctGx9a1Hi7w4h,,AdditCom,35
R_u2ffULg0uVmoetj,,AdditCom,35
R_2vf9l3GOwanVBOH,,AdditCom,35
R_OqjAwL4brYESqul,,AdditCom,35
R_1LG8FwYsk4Xgq61,'online op het internet' is dubbelop,AdditCom,35
R_2wQZuV97sKRkDfp,zonder lidwoord (slechts internet),AdditCom,35
R_2dsf9d9zlzEbaRw,,AdditCom,35
R_3j0ZzVXSe6NB0v0,,AdditCom,35
R_2SqwKT4bUhZVaYX,,AdditCom,35
R_6yuZ6GaDGqciNE1,,AdditCom,35
R_22DGKB9Dz59SJIt,Ik verwacht een link naar de site.,AdditCom,35
R_5iDE07CUBSNZdqF,,AdditCom,35
R_2w61flKU0TAtmrX,,AdditCom,35
R_2Y4gtCNHITcznSw,,AdditCom,35
R_2qDHMLvHLCvMWMS,,AdditCom,35
R_bg7cQUV93CWU245,,AdditCom,35
R_2OTJk9jZohSfhSm,,AdditCom,35
R_pGZjTA8wFerMwcV,,AdditCom,35
R_ypTZBjEyvsMpFG9,,AdditCom,35
R_2YkUceTXXRwe7af,,AdditCom,35
R_3D2u0Wq74kM9j2C,idem,AdditCom,35
R_2Pv6m5XVNiv6pPQ,,AdditCom,35
R_T1l2TIrq1do7Orn,,AdditCom,35
R_9KphKBeCPmqzBCl,,AdditCom,35
R_3qKjZplc0t8Y2IU,,AdditCom,35
R_4GA7uQFTqbGKnlf,Online op het internet is 2x dubbelop,AdditCom,35
R_1hEVfCsYXJCzsVp,Ik heb geen idee wat ik hier moet invullen. ,AdditCom,35
R_cHiCbzLrQrYeizP,,AdditCom,35
R_3fQa4YiudlrrSLd,,AdditCom,35
R_z0gtYvawsJg834J,,AdditCom,35
R_2SvKoXHDxtivA4o,,AdditCom,35
R_CeG821dsnmsmiZP,,AdditCom,35
R_3MG93Py9LV1lYqI,,AdditCom,35
R_UrtVng9RxUYqodr,"Online + website of online + het internet /= logisch (websites zoek je altijd online); andere opties hebben een bezittelijk voornaamwoord nodig, niet een lidwoord. ",AdditCom,35
R_yjxZCpumE2JuLwR,,AdditCom,35
R_eOEX0Ye1lmhGlyl,,AdditCom,35
R_cCLhtJmTS5XidYl,,AdditCom,35
R_vZ75WKEQFz64rIt,,AdditCom,35
R_1Nzi2lWnM0CO3kn,,AdditCom,35
R_2tu71tqKKoKbfJ0,,AdditCom,35
R_2PdQi8meHWRd7Fb,,AdditCom,35
R_3PaHNs19NCzMVbu,,AdditCom,35
R_CjK7Ok90OSXQ3XH,,AdditCom,35
R_1lgEwIKXFHGT01V,,AdditCom,35
R_2qq1JLwmdrdJM9d,,AdditCom,35
R_ZrTEV9TpypUZEC5,,AdditCom,35
R_3Gq55dSXHC6ANc8,,AdditCom,35
R_3D8b4ozl4q217Ie,-,AdditCom,35
R_qV03fIB34drHELn,,AdditCom,35
R_1mRh44rpwMf0PbH,"De zin suggereert al dat het op internet staat. En aangezien het tegen en persoon is die hoogst waarschijnlijk weet welke site hij moet zijn voelt het een beetje dubbel om het woord ""online"" en ""de website"" te gebruiken. ",AdditCom,35
R_3gNkgaxQ9C21dQW,,AdditCom,35
R_21umvRGJCCZXoit,,AdditCom,35
R_BKctGx9a1Hi7w4h,,AdditCom,36
R_u2ffULg0uVmoetj,,AdditCom,36
R_2vf9l3GOwanVBOH,,AdditCom,36
R_OqjAwL4brYESqul,,AdditCom,36
R_1LG8FwYsk4Xgq61,,AdditCom,36
R_2wQZuV97sKRkDfp,,AdditCom,36
R_2dsf9d9zlzEbaRw,,AdditCom,36
R_3j0ZzVXSe6NB0v0,,AdditCom,36
R_2SqwKT4bUhZVaYX,,AdditCom,36
R_6yuZ6GaDGqciNE1,,AdditCom,36
R_22DGKB9Dz59SJIt,,AdditCom,36
R_5iDE07CUBSNZdqF,,AdditCom,36
R_2w61flKU0TAtmrX,,AdditCom,36
R_2Y4gtCNHITcznSw,,AdditCom,36
R_2qDHMLvHLCvMWMS,,AdditCom,36
R_bg7cQUV93CWU245,,AdditCom,36
R_2OTJk9jZohSfhSm,,AdditCom,36
R_pGZjTA8wFerMwcV,Woordvolgorde again.,AdditCom,36
R_ypTZBjEyvsMpFG9,,AdditCom,36
R_2YkUceTXXRwe7af,,AdditCom,36
R_3D2u0Wq74kM9j2C,,AdditCom,36
R_2Pv6m5XVNiv6pPQ,,AdditCom,36
R_T1l2TIrq1do7Orn,,AdditCom,36
R_9KphKBeCPmqzBCl,,AdditCom,36
R_3qKjZplc0t8Y2IU,,AdditCom,36
R_4GA7uQFTqbGKnlf,,AdditCom,36
R_1hEVfCsYXJCzsVp,,AdditCom,36
R_cHiCbzLrQrYeizP,,AdditCom,36
R_3fQa4YiudlrrSLd,,AdditCom,36
R_z0gtYvawsJg834J,,AdditCom,36
R_2SvKoXHDxtivA4o,,AdditCom,36
R_CeG821dsnmsmiZP,,AdditCom,36
R_3MG93Py9LV1lYqI,,AdditCom,36
R_UrtVng9RxUYqodr,"door voorzetsel in moet het winkel of supermarkt zijn, maar mijn hartje zegt ""bij de Appie"" ",AdditCom,36
R_yjxZCpumE2JuLwR,,AdditCom,36
R_eOEX0Ye1lmhGlyl,,AdditCom,36
R_cCLhtJmTS5XidYl,,AdditCom,36
R_vZ75WKEQFz64rIt,,AdditCom,36
R_1Nzi2lWnM0CO3kn,,AdditCom,36
R_2tu71tqKKoKbfJ0,,AdditCom,36
R_2PdQi8meHWRd7Fb,Volgorde vind ik raar,AdditCom,36
R_3PaHNs19NCzMVbu,,AdditCom,36
R_CjK7Ok90OSXQ3XH,,AdditCom,36
R_1lgEwIKXFHGT01V,,AdditCom,36
R_2qq1JLwmdrdJM9d,,AdditCom,36
R_ZrTEV9TpypUZEC5,,AdditCom,36
R_3Gq55dSXHC6ANc8,,AdditCom,36
R_3D8b4ozl4q217Ie,,AdditCom,36
R_qV03fIB34drHELn,,AdditCom,36
R_1mRh44rpwMf0PbH,,AdditCom,36
R_3gNkgaxQ9C21dQW,,AdditCom,36
R_21umvRGJCCZXoit,,AdditCom,36
R_ptOO0vqHKVEFzvH,,AdditCom,37
R_2TuuUWeeIrA7YWz,,AdditCom,37
R_r2pLEBnXOx2tc8p,,AdditCom,37
R_3KohpaUvxMxwnK1,,AdditCom,37
R_1Kw4seroK4hzq8J,,AdditCom,37
R_2TEGXWKyyYjxux0,,AdditCom,37
R_2bNSez8kPKVkk0j,,AdditCom,37
R_vIDGcvdZ61dSkkF,ik zou het iets natuurlijker vinden om te zeggen: 'de verwondingen van het slachtoffer',AdditCom,37
R_3P5l3CMUUKTmbaL,,AdditCom,37
R_21gk6GiQXaDrMt2,,AdditCom,37
R_1rJrkm9MZ0UbO0b,,AdditCom,37
R_2VPC4q2m7hstAaW,,AdditCom,37
R_3KB00E7S1VhPWFD,,AdditCom,37
R_3qR88XHKXhl1RLR,,AdditCom,37
R_3W5LAymbgTVITHX,,AdditCom,37
R_2z7kq6MFYuSnHT6,,AdditCom,37
R_1lhLKgr13oozzPg,,AdditCom,37
R_3ffLCaSkmPsiUYn,,AdditCom,37
R_1PY8SA05FPIKBCS,,AdditCom,37
R_1CsjBGkk3Ui30Yk,,AdditCom,37
R_2bWcF9m2SiW74Vw,,AdditCom,37
R_1kOjYWHPvRogELt,,AdditCom,37
R_3EumpdjBvvjiK1I,,AdditCom,37
R_2ckdDJpUAGuY3Pt,,AdditCom,37
R_2ZDKGZYJjZu6X1Y,,AdditCom,37
R_12SH1EJtaSFR4wp,,AdditCom,37
R_3R7zHfZ0HIrwGBV,,AdditCom,37
R_Om8eREobVAawvZL,,AdditCom,37
R_1HicleIyFIoDW8g,,AdditCom,37
R_1gGejdMJLRqr4gs,,AdditCom,37
R_2D2EiBz7TJKge4b,,AdditCom,37
R_3CEhJ8EBqsPDMLB,,AdditCom,37
R_3kiCL1CWl05kYag,,AdditCom,37
R_XSpTve41y3msiVr,,AdditCom,37
R_bBMvKG66TpWv0cx,,AdditCom,37
R_s83Qo7JHTxXzpWF,,AdditCom,37
R_cCsEaF4QkSqNxuN,,AdditCom,37
R_2fkXvKa3m5s0uTM,,AdditCom,37
R_1MYsdC39YxixAvs,,AdditCom,37
R_22CU0vCOzdEcHCr,,AdditCom,37
R_z0xRVpXxyAbXovn,,AdditCom,37
R_1CKp9DmeaZTZZQS,,AdditCom,37
R_31HSkdcZS8yZscC,,AdditCom,37
R_2Enniyt9lPtMbDC,,AdditCom,37
R_tPV5UMF7fLNrUk1,,AdditCom,37
R_1O0317CZheE7es9,,AdditCom,37
R_1NadcnqCF0DrPHA,,AdditCom,37
R_3rJ73y4zBZKMTeV,,AdditCom,37
R_zUPMpvNqwkbt4oF,Mijn tweede ingeving: het lijk,AdditCom,37
R_ptOO0vqHKVEFzvH,,AdditCom,38
R_2TuuUWeeIrA7YWz,,AdditCom,38
R_r2pLEBnXOx2tc8p,,AdditCom,38
R_3KohpaUvxMxwnK1,,AdditCom,38
R_1Kw4seroK4hzq8J,,AdditCom,38
R_2TEGXWKyyYjxux0,,AdditCom,38
R_2bNSez8kPKVkk0j,"er staan twee balkjes waardoor je verwacht dat er twee woorden ingevuld moeten worden, dit mag echter niet indiceren de instructies.. ",AdditCom,38
R_vIDGcvdZ61dSkkF,,AdditCom,38
R_3P5l3CMUUKTmbaL,,AdditCom,38
R_21gk6GiQXaDrMt2,,AdditCom,38
R_1rJrkm9MZ0UbO0b,,AdditCom,38
R_2VPC4q2m7hstAaW,,AdditCom,38
R_3KB00E7S1VhPWFD,,AdditCom,38
R_3qR88XHKXhl1RLR,,AdditCom,38
R_3W5LAymbgTVITHX,,AdditCom,38
R_2z7kq6MFYuSnHT6,,AdditCom,38
R_1lhLKgr13oozzPg,,AdditCom,38
R_3ffLCaSkmPsiUYn,,AdditCom,38
R_1PY8SA05FPIKBCS,,AdditCom,38
R_1CsjBGkk3Ui30Yk,,AdditCom,38
R_2bWcF9m2SiW74Vw,,AdditCom,38
R_1kOjYWHPvRogELt,,AdditCom,38
R_3EumpdjBvvjiK1I,,AdditCom,38
R_2ckdDJpUAGuY3Pt,,AdditCom,38
R_2ZDKGZYJjZu6X1Y,,AdditCom,38
R_12SH1EJtaSFR4wp,,AdditCom,38
R_3R7zHfZ0HIrwGBV,Ik dacht tevens aan de menigte en de mensen. Eerst zelfs de menigte. Maar het publiek klonk logischer in de context.,AdditCom,38
R_Om8eREobVAawvZL,,AdditCom,38
R_1HicleIyFIoDW8g,,AdditCom,38
R_1gGejdMJLRqr4gs,,AdditCom,38
R_2D2EiBz7TJKge4b,,AdditCom,38
R_3CEhJ8EBqsPDMLB,,AdditCom,38
R_3kiCL1CWl05kYag,,AdditCom,38
R_XSpTve41y3msiVr,,AdditCom,38
R_bBMvKG66TpWv0cx,,AdditCom,38
R_s83Qo7JHTxXzpWF,,AdditCom,38
R_cCsEaF4QkSqNxuN,,AdditCom,38
R_2fkXvKa3m5s0uTM,,AdditCom,38
R_1MYsdC39YxixAvs,,AdditCom,38
R_22CU0vCOzdEcHCr,,AdditCom,38
R_z0xRVpXxyAbXovn,,AdditCom,38
R_1CKp9DmeaZTZZQS,,AdditCom,38
R_31HSkdcZS8yZscC,,AdditCom,38
R_2Enniyt9lPtMbDC,,AdditCom,38
R_tPV5UMF7fLNrUk1,,AdditCom,38
R_1O0317CZheE7es9,,AdditCom,38
R_1NadcnqCF0DrPHA,,AdditCom,38
R_3rJ73y4zBZKMTeV,,AdditCom,38
R_zUPMpvNqwkbt4oF,,AdditCom,38
R_ptOO0vqHKVEFzvH,,AdditCom,39
R_2TuuUWeeIrA7YWz,,AdditCom,39
R_r2pLEBnXOx2tc8p,,AdditCom,39
R_3KohpaUvxMxwnK1,,AdditCom,39
R_1Kw4seroK4hzq8J,,AdditCom,39
R_2TEGXWKyyYjxux0,,AdditCom,39
R_2bNSez8kPKVkk0j,,AdditCom,39
R_vIDGcvdZ61dSkkF,,AdditCom,39
R_3P5l3CMUUKTmbaL,,AdditCom,39
R_21gk6GiQXaDrMt2,,AdditCom,39
R_1rJrkm9MZ0UbO0b,,AdditCom,39
R_2VPC4q2m7hstAaW,,AdditCom,39
R_3KB00E7S1VhPWFD,,AdditCom,39
R_3qR88XHKXhl1RLR,,AdditCom,39
R_3W5LAymbgTVITHX,,AdditCom,39
R_2z7kq6MFYuSnHT6,,AdditCom,39
R_1lhLKgr13oozzPg,,AdditCom,39
R_3ffLCaSkmPsiUYn,,AdditCom,39
R_1PY8SA05FPIKBCS,,AdditCom,39
R_1CsjBGkk3Ui30Yk,bioscoop/cinema (NL/BE),AdditCom,39
R_2bWcF9m2SiW74Vw,,AdditCom,39
R_1kOjYWHPvRogELt,,AdditCom,39
R_3EumpdjBvvjiK1I,,AdditCom,39
R_2ckdDJpUAGuY3Pt,,AdditCom,39
R_2ZDKGZYJjZu6X1Y,,AdditCom,39
R_12SH1EJtaSFR4wp,,AdditCom,39
R_3R7zHfZ0HIrwGBV,,AdditCom,39
R_Om8eREobVAawvZL,,AdditCom,39
R_1HicleIyFIoDW8g,,AdditCom,39
R_1gGejdMJLRqr4gs,,AdditCom,39
R_2D2EiBz7TJKge4b,,AdditCom,39
R_3CEhJ8EBqsPDMLB,,AdditCom,39
R_3kiCL1CWl05kYag,,AdditCom,39
R_XSpTve41y3msiVr,,AdditCom,39
R_bBMvKG66TpWv0cx,,AdditCom,39
R_s83Qo7JHTxXzpWF,,AdditCom,39
R_cCsEaF4QkSqNxuN,,AdditCom,39
R_2fkXvKa3m5s0uTM,,AdditCom,39
R_1MYsdC39YxixAvs,,AdditCom,39
R_22CU0vCOzdEcHCr,,AdditCom,39
R_z0xRVpXxyAbXovn,,AdditCom,39
R_1CKp9DmeaZTZZQS,,AdditCom,39
R_31HSkdcZS8yZscC,,AdditCom,39
R_2Enniyt9lPtMbDC,,AdditCom,39
R_tPV5UMF7fLNrUk1,,AdditCom,39
R_1O0317CZheE7es9,,AdditCom,39
R_1NadcnqCF0DrPHA,,AdditCom,39
R_3rJ73y4zBZKMTeV,,AdditCom,39
R_zUPMpvNqwkbt4oF,,AdditCom,39
R_ptOO0vqHKVEFzvH,,AdditCom,43
R_2TuuUWeeIrA7YWz,,AdditCom,43
R_r2pLEBnXOx2tc8p,,AdditCom,43
R_3KohpaUvxMxwnK1,,AdditCom,43
R_1Kw4seroK4hzq8J,,AdditCom,43
R_2TEGXWKyyYjxux0,,AdditCom,43
R_2bNSez8kPKVkk0j,,AdditCom,43
R_vIDGcvdZ61dSkkF,,AdditCom,43
R_3P5l3CMUUKTmbaL,,AdditCom,43
R_21gk6GiQXaDrMt2,,AdditCom,43
R_1rJrkm9MZ0UbO0b,,AdditCom,43
R_2VPC4q2m7hstAaW,,AdditCom,43
R_3KB00E7S1VhPWFD,,AdditCom,43
R_3qR88XHKXhl1RLR,,AdditCom,43
R_3W5LAymbgTVITHX,,AdditCom,43
R_2z7kq6MFYuSnHT6,,AdditCom,43
R_1lhLKgr13oozzPg,,AdditCom,43
R_3ffLCaSkmPsiUYn,,AdditCom,43
R_1PY8SA05FPIKBCS,,AdditCom,43
R_1CsjBGkk3Ui30Yk,,AdditCom,43
R_2bWcF9m2SiW74Vw,,AdditCom,43
R_1kOjYWHPvRogELt,,AdditCom,43
R_3EumpdjBvvjiK1I,,AdditCom,43
R_2ckdDJpUAGuY3Pt,,AdditCom,43
R_2ZDKGZYJjZu6X1Y,,AdditCom,43
R_12SH1EJtaSFR4wp,"spreekwoord, makkelijk",AdditCom,43
R_3R7zHfZ0HIrwGBV,,AdditCom,43
R_Om8eREobVAawvZL,,AdditCom,43
R_1HicleIyFIoDW8g,,AdditCom,43
R_1gGejdMJLRqr4gs,,AdditCom,43
R_2D2EiBz7TJKge4b,,AdditCom,43
R_3CEhJ8EBqsPDMLB,,AdditCom,43
R_3kiCL1CWl05kYag,,AdditCom,43
R_XSpTve41y3msiVr,,AdditCom,43
R_bBMvKG66TpWv0cx,,AdditCom,43
R_s83Qo7JHTxXzpWF,,AdditCom,43
R_cCsEaF4QkSqNxuN,,AdditCom,43
R_2fkXvKa3m5s0uTM,,AdditCom,43
R_1MYsdC39YxixAvs,,AdditCom,43
R_22CU0vCOzdEcHCr,,AdditCom,43
