subj_id,Completion,measure,sentID
R_2Pv6m5XVNiv6pPQ,de brievenbus,Comp,31
R_T1l2TIrq1do7Orn,de brievenbus,Comp,31
R_9KphKBeCPmqzBCl,de gang,Comp,31
R_3qKjZplc0t8Y2IU,de brievenbus,Comp,31
R_4GA7uQFTqbGKnlf,de brievenbus,Comp,31
R_1hEVfCsYXJCzsVp,de mat ,Comp,31
R_cHiCbzLrQrYeizP,De brievenbus,Comp,31
R_3fQa4YiudlrrSLd,de brievenbus,Comp,31
R_z0gtYvawsJg834J,bij ons,Comp,31
R_2SvKoXHDxtivA4o,de brievenbus,Comp,31
R_CeG821dsnmsmiZP,de brievenbus,Comp,31
R_3MG93Py9LV1lYqI,de brievenbus,Comp,31
R_UrtVng9RxUYqodr,de brievenbus,Comp,31
R_yjxZCpumE2JuLwR,de brievenbus,Comp,31
R_eOEX0Ye1lmhGlyl,de brievenbus,Comp,31
R_cCLhtJmTS5XidYl,brievenbus ,Comp,31
R_vZ75WKEQFz64rIt,de brievenbus,Comp,31
R_1Nzi2lWnM0CO3kn,de brievenbus,Comp,31
R_2tu71tqKKoKbfJ0,de brievenbus,Comp,31
R_2PdQi8meHWRd7Fb,de brievenbus,Comp,31
R_3PaHNs19NCzMVbu,de brievenbus,Comp,31
R_CjK7Ok90OSXQ3XH,de gang,Comp,31
R_1lgEwIKXFHGT01V,de gang,Comp,31
R_2qq1JLwmdrdJM9d,de postbus,Comp,31
R_ZrTEV9TpypUZEC5,de gang,Comp,31
R_3Gq55dSXHC6ANc8,de brievenbus,Comp,31
R_3D8b4ozl4q217Ie,de brievenbus,Comp,31
R_qV03fIB34drHELn,de brievenbus,Comp,31
R_1mRh44rpwMf0PbH,de brievenbus,Comp,31
R_3gNkgaxQ9C21dQW,de brievenbus ,Comp,31
R_21umvRGJCCZXoit,de brievenbus,Comp,31
R_BKctGx9a1Hi7w4h,het licht,Comp,32
R_u2ffULg0uVmoetj,het licht,Comp,32
R_2vf9l3GOwanVBOH,het licht,Comp,32
R_OqjAwL4brYESqul,het licht,Comp,32
R_1LG8FwYsk4Xgq61,het licht,Comp,32
R_2wQZuV97sKRkDfp,het licht,Comp,32
R_2dsf9d9zlzEbaRw,het licht,Comp,32
R_3j0ZzVXSe6NB0v0,het licht,Comp,32
R_2SqwKT4bUhZVaYX,het licht,Comp,32
R_6yuZ6GaDGqciNE1,het licht,Comp,32
R_22DGKB9Dz59SJIt,het licht,Comp,32
R_5iDE07CUBSNZdqF,de lamp,Comp,32
R_2w61flKU0TAtmrX,het licht,Comp,32
R_2Y4gtCNHITcznSw,het licht,Comp,32
R_2qDHMLvHLCvMWMS,het licht,Comp,32
R_bg7cQUV93CWU245,de lamp,Comp,32
R_2OTJk9jZohSfhSm,het licht ,Comp,32
R_pGZjTA8wFerMwcV,het licht,Comp,32
R_ypTZBjEyvsMpFG9,de lamp,Comp,32
R_2YkUceTXXRwe7af,het licht,Comp,32
R_3D2u0Wq74kM9j2C,het licht,Comp,32
R_2Pv6m5XVNiv6pPQ,het licht,Comp,32
R_T1l2TIrq1do7Orn,het licht,Comp,32
R_9KphKBeCPmqzBCl,het licht,Comp,32
R_3qKjZplc0t8Y2IU,het licht,Comp,32
R_4GA7uQFTqbGKnlf,het licht,Comp,32
R_1hEVfCsYXJCzsVp,het licht ,Comp,32
R_cHiCbzLrQrYeizP,Het licht,Comp,32
R_3fQa4YiudlrrSLd,het licht,Comp,32
R_z0gtYvawsJg834J,het licht,Comp,32
R_2SvKoXHDxtivA4o,het licht,Comp,32
R_CeG821dsnmsmiZP,het licht,Comp,32
R_3MG93Py9LV1lYqI,het licht,Comp,32
R_UrtVng9RxUYqodr,het licht,Comp,32
R_yjxZCpumE2JuLwR,het licht,Comp,32
R_eOEX0Ye1lmhGlyl,het licht,Comp,32
R_cCLhtJmTS5XidYl,het licht,Comp,32
R_vZ75WKEQFz64rIt,het licht,Comp,32
R_1Nzi2lWnM0CO3kn,de lamp,Comp,32
R_2tu71tqKKoKbfJ0,het licht,Comp,32
R_2PdQi8meHWRd7Fb,het licht,Comp,32
R_3PaHNs19NCzMVbu,het licht,Comp,32
R_CjK7Ok90OSXQ3XH,het licht,Comp,32
R_1lgEwIKXFHGT01V,het licht,Comp,32
R_2qq1JLwmdrdJM9d,het licht,Comp,32
R_ZrTEV9TpypUZEC5,het licht,Comp,32
R_3Gq55dSXHC6ANc8,het licht,Comp,32
R_3D8b4ozl4q217Ie,het licht,Comp,32
R_qV03fIB34drHELn,het licht,Comp,32
R_1mRh44rpwMf0PbH,het licht,Comp,32
R_3gNkgaxQ9C21dQW,de lamp,Comp,32
R_21umvRGJCCZXoit,het licht,Comp,32
R_BKctGx9a1Hi7w4h,het journaal,Comp,33
R_u2ffULg0uVmoetj,het journaal,Comp,33
R_2vf9l3GOwanVBOH,het nieuws,Comp,33
R_OqjAwL4brYESqul,het journaal,Comp,33
R_1LG8FwYsk4Xgq61,het journaal,Comp,33
R_2wQZuV97sKRkDfp,het journaal,Comp,33
R_2dsf9d9zlzEbaRw,het journaal,Comp,33
R_3j0ZzVXSe6NB0v0,het journaal,Comp,33
R_2SqwKT4bUhZVaYX,het nieuws,Comp,33
R_6yuZ6GaDGqciNE1,het nieuws,Comp,33
R_22DGKB9Dz59SJIt,het nieuws,Comp,33
R_5iDE07CUBSNZdqF,het journaal,Comp,33
R_2w61flKU0TAtmrX,het journaal,Comp,33
R_2Y4gtCNHITcznSw,het journaal,Comp,33
R_2qDHMLvHLCvMWMS,het nieuws,Comp,33
R_bg7cQUV93CWU245,het journaal,Comp,33
R_2OTJk9jZohSfhSm,het nieuws,Comp,33
R_pGZjTA8wFerMwcV,het nieuws,Comp,33
R_ypTZBjEyvsMpFG9,het nieuws,Comp,33
R_2YkUceTXXRwe7af,het journaal,Comp,33
R_3D2u0Wq74kM9j2C,het journaal,Comp,33
R_2Pv6m5XVNiv6pPQ,het nieuws,Comp,33
R_T1l2TIrq1do7Orn,het nieuws,Comp,33
R_9KphKBeCPmqzBCl,het journaal,Comp,33
R_3qKjZplc0t8Y2IU,het nieuws,Comp,33
R_4GA7uQFTqbGKnlf,het journaal,Comp,33
R_1hEVfCsYXJCzsVp,het journaal ,Comp,33
R_cHiCbzLrQrYeizP,Het nieuws ,Comp,33
R_3fQa4YiudlrrSLd,het journaal,Comp,33
R_z0gtYvawsJg834J,het nieuws,Comp,33
R_2SvKoXHDxtivA4o,het achtuurjournaal,Comp,33
R_CeG821dsnmsmiZP,het nieuws,Comp,33
R_3MG93Py9LV1lYqI,het journaal,Comp,33
R_UrtVng9RxUYqodr,het journaal,Comp,33
R_yjxZCpumE2JuLwR,het journaal,Comp,33
R_eOEX0Ye1lmhGlyl,het nieuws,Comp,33
R_cCLhtJmTS5XidYl,het nieuws,Comp,33
R_vZ75WKEQFz64rIt,het nieuws,Comp,33
R_1Nzi2lWnM0CO3kn,het nieuws,Comp,33
R_2tu71tqKKoKbfJ0,het nieuws,Comp,33
R_2PdQi8meHWRd7Fb,het journaal,Comp,33
R_3PaHNs19NCzMVbu,het journaal,Comp,33
R_CjK7Ok90OSXQ3XH,het nieuws,Comp,33
R_1lgEwIKXFHGT01V,het journaal,Comp,33
R_2qq1JLwmdrdJM9d,het nieuws,Comp,33
R_ZrTEV9TpypUZEC5,het nieuws,Comp,33
R_3Gq55dSXHC6ANc8,het nieuws,Comp,33
R_3D8b4ozl4q217Ie,het journaal,Comp,33
R_qV03fIB34drHELn,het nieuws,Comp,33
R_1mRh44rpwMf0PbH,het journaal,Comp,33
R_3gNkgaxQ9C21dQW,Het journaal ,Comp,33
R_21umvRGJCCZXoit,het nieuws,Comp,33
R_BKctGx9a1Hi7w4h,de wekker,Comp,34
R_u2ffULg0uVmoetj,de wekker,Comp,34
R_2vf9l3GOwanVBOH,de wekker,Comp,34
R_OqjAwL4brYESqul,de wekker,Comp,34
R_1LG8FwYsk4Xgq61,de wekker,Comp,34
R_2wQZuV97sKRkDfp,de wekker,Comp,34
R_2dsf9d9zlzEbaRw,de wekker,Comp,34
R_3j0ZzVXSe6NB0v0,de wekker,Comp,34
R_2SqwKT4bUhZVaYX,de wekker,Comp,34
R_6yuZ6GaDGqciNE1,de wekker,Comp,34
R_22DGKB9Dz59SJIt,?,Comp,34
R_5iDE07CUBSNZdqF,de wekker,Comp,34
R_2w61flKU0TAtmrX,de wekker,Comp,34
R_2Y4gtCNHITcznSw,de wekker,Comp,34
R_2qDHMLvHLCvMWMS,de wekker,Comp,34
R_bg7cQUV93CWU245,de wekker,Comp,34
R_2OTJk9jZohSfhSm,de wekker,Comp,34
R_pGZjTA8wFerMwcV,de wekker,Comp,34
R_ypTZBjEyvsMpFG9,de wekker,Comp,34
R_2YkUceTXXRwe7af,de wekker,Comp,34
R_3D2u0Wq74kM9j2C,de wekker,Comp,34
R_2Pv6m5XVNiv6pPQ,de wekker,Comp,34
R_T1l2TIrq1do7Orn,de wekker,Comp,34
R_9KphKBeCPmqzBCl,de wekker,Comp,34
R_3qKjZplc0t8Y2IU,de wekker,Comp,34
R_4GA7uQFTqbGKnlf,de wekker,Comp,34
R_1hEVfCsYXJCzsVp,de wekker,Comp,34
R_cHiCbzLrQrYeizP,De wekker,Comp,34
R_3fQa4YiudlrrSLd,de wekker,Comp,34
R_z0gtYvawsJg834J,de wekker,Comp,34
R_2SvKoXHDxtivA4o,de wekker,Comp,34
R_CeG821dsnmsmiZP,de wekker,Comp,34
R_3MG93Py9LV1lYqI,de wekker,Comp,34
R_UrtVng9RxUYqodr,de wekker,Comp,34
R_yjxZCpumE2JuLwR,de wekker,Comp,34
R_eOEX0Ye1lmhGlyl,de wekker,Comp,34
R_cCLhtJmTS5XidYl,de wekker,Comp,34
R_vZ75WKEQFz64rIt,de wekker,Comp,34
R_1Nzi2lWnM0CO3kn,de wekker,Comp,34
R_2tu71tqKKoKbfJ0,de wekker,Comp,34
R_2PdQi8meHWRd7Fb,de wekker,Comp,34
R_3PaHNs19NCzMVbu,de wekker,Comp,34
R_CjK7Ok90OSXQ3XH,de wekker,Comp,34
R_1lgEwIKXFHGT01V,de wekker,Comp,34
R_2qq1JLwmdrdJM9d,de wekker,Comp,34
R_ZrTEV9TpypUZEC5,de wekker,Comp,34
R_3Gq55dSXHC6ANc8,de wekker,Comp,34
R_3D8b4ozl4q217Ie,de wekker,Comp,34
R_qV03fIB34drHELn,de wekker,Comp,34
R_1mRh44rpwMf0PbH,de wekker,Comp,34
R_3gNkgaxQ9C21dQW,de wekker,Comp,34
R_21umvRGJCCZXoit,de wekker,Comp,34
R_BKctGx9a1Hi7w4h,het internet,Comp,35
R_u2ffULg0uVmoetj,het internet,Comp,35
R_2vf9l3GOwanVBOH,het internet,Comp,35
R_OqjAwL4brYESqul,het internet,Comp,35
R_1LG8FwYsk4Xgq61,het internet,Comp,35
R_2wQZuV97sKRkDfp,het internet,Comp,35
R_2dsf9d9zlzEbaRw,het internet,Comp,35
R_3j0ZzVXSe6NB0v0,de site,Comp,35
R_2SqwKT4bUhZVaYX,Dropbox,Comp,35
R_6yuZ6GaDGqciNE1,internet,Comp,35
R_22DGKB9Dz59SJIt,de website,Comp,35
R_5iDE07CUBSNZdqF,de site,Comp,35
R_2w61flKU0TAtmrX,de website,Comp,35
R_2Y4gtCNHITcznSw,de website,Comp,35
R_2qDHMLvHLCvMWMS,de site,Comp,35
R_bg7cQUV93CWU245,naam,Comp,35
R_2OTJk9jZohSfhSm,het internet ,Comp,35
R_pGZjTA8wFerMwcV,het internet,Comp,35
R_ypTZBjEyvsMpFG9,het internet,Comp,35
R_2YkUceTXXRwe7af,het internet,Comp,35
R_3D2u0Wq74kM9j2C,het internet,Comp,35
R_2Pv6m5XVNiv6pPQ,de website,Comp,35
R_T1l2TIrq1do7Orn,het internet,Comp,35
R_9KphKBeCPmqzBCl,de website,Comp,35
R_3qKjZplc0t8Y2IU,De computer,Comp,35
R_4GA7uQFTqbGKnlf,het internet,Comp,35
R_1hEVfCsYXJCzsVp,het internet,Comp,35
R_cHiCbzLrQrYeizP,GI,Comp,35
R_3fQa4YiudlrrSLd,het internet,Comp,35
R_z0gtYvawsJg834J,het internet,Comp,35
R_2SvKoXHDxtivA4o,de computer ,Comp,35
R_CeG821dsnmsmiZP,de website,Comp,35
R_3MG93Py9LV1lYqI,GI,Comp,35
R_UrtVng9RxUYqodr,de website,Comp,35
R_yjxZCpumE2JuLwR,de website,Comp,35
R_eOEX0Ye1lmhGlyl,het internet,Comp,35
R_cCLhtJmTS5XidYl,internet,Comp,35
R_vZ75WKEQFz64rIt,het internet,Comp,35
R_1Nzi2lWnM0CO3kn,het internet,Comp,35
R_2tu71tqKKoKbfJ0,het internet ,Comp,35
R_2PdQi8meHWRd7Fb,google,Comp,35
R_3PaHNs19NCzMVbu,de site,Comp,35
R_CjK7Ok90OSXQ3XH,de website,Comp,35
R_1lgEwIKXFHGT01V,de computer,Comp,35
R_2qq1JLwmdrdJM9d,de website,Comp,35
R_ZrTEV9TpypUZEC5,een computer,Comp,35
R_3Gq55dSXHC6ANc8,de computer,Comp,35
R_3D8b4ozl4q217Ie,het internet,Comp,35
R_qV03fIB34drHELn,het internet,Comp,35
R_1mRh44rpwMf0PbH,de webstie.,Comp,35
R_3gNkgaxQ9C21dQW,het internet,Comp,35
R_21umvRGJCCZXoit,het internet,Comp,35
R_BKctGx9a1Hi7w4h,de supermarkt,Comp,36
R_u2ffULg0uVmoetj,de tijd,Comp,36
R_2vf9l3GOwanVBOH,de jumbo,Comp,36
R_OqjAwL4brYESqul,de supermarkt,Comp,36
R_1LG8FwYsk4Xgq61,de supermarkt,Comp,36
R_2wQZuV97sKRkDfp,de supermarkt,Comp,36
R_2dsf9d9zlzEbaRw,de winkel,Comp,36
R_3j0ZzVXSe6NB0v0,de supermarkt,Comp,36
R_2SqwKT4bUhZVaYX,De supermarkt,Comp,36
R_6yuZ6GaDGqciNE1,de supermarkt,Comp,36
R_22DGKB9Dz59SJIt,de supermarkt,Comp,36
R_5iDE07CUBSNZdqF,de supermarkt,Comp,36
R_2w61flKU0TAtmrX,de supermarkt,Comp,36
R_2Y4gtCNHITcznSw,de supermarkt,Comp,36
R_2qDHMLvHLCvMWMS,de winkel,Comp,36
R_bg7cQUV93CWU245,de supermarkt,Comp,36
R_2OTJk9jZohSfhSm,de supermarkt ,Comp,36
R_pGZjTA8wFerMwcV,de supermarkt,Comp,36
R_ypTZBjEyvsMpFG9,de supermarkt,Comp,36
R_2YkUceTXXRwe7af,de supermarkt,Comp,36
R_3D2u0Wq74kM9j2C,de supermarkt,Comp,36
R_2Pv6m5XVNiv6pPQ,de supermarkt,Comp,36
R_T1l2TIrq1do7Orn,de winkel,Comp,36
R_9KphKBeCPmqzBCl,de supermarkt,Comp,36
R_3qKjZplc0t8Y2IU,de supermarkt,Comp,36
R_4GA7uQFTqbGKnlf,de winkel,Comp,36
R_1hEVfCsYXJCzsVp,de winkel,Comp,36
R_cHiCbzLrQrYeizP,De supermarkt,Comp,36
R_3fQa4YiudlrrSLd,de supermarkt,Comp,36
R_z0gtYvawsJg834J,de winkel,Comp,36
R_2SvKoXHDxtivA4o,de supermarkt,Comp,36
R_CeG821dsnmsmiZP,de winkel,Comp,36
R_3MG93Py9LV1lYqI,de supermarkt,Comp,36
R_UrtVng9RxUYqodr,de winkel,Comp,36
R_yjxZCpumE2JuLwR,de supermarkt,Comp,36
R_eOEX0Ye1lmhGlyl,de supermarkt,Comp,36
R_cCLhtJmTS5XidYl,de supermarkt,Comp,36
R_vZ75WKEQFz64rIt,de supermarkt,Comp,36
R_1Nzi2lWnM0CO3kn,de supermarkt,Comp,36
R_2tu71tqKKoKbfJ0,de supermarkt ,Comp,36
R_2PdQi8meHWRd7Fb,de supermarkt,Comp,36
R_3PaHNs19NCzMVbu,de supermarkt,Comp,36
R_CjK7Ok90OSXQ3XH,de supermarkt,Comp,36
R_1lgEwIKXFHGT01V,de winkel,Comp,36
R_2qq1JLwmdrdJM9d,de supermarkt,Comp,36
R_ZrTEV9TpypUZEC5,de supermarkt,Comp,36
R_3Gq55dSXHC6ANc8,de supermarkt,Comp,36
R_3D8b4ozl4q217Ie,de winkel,Comp,36
R_qV03fIB34drHELn,de winkel,Comp,36
R_1mRh44rpwMf0PbH,de supermarkt,Comp,36
R_3gNkgaxQ9C21dQW,de supermarkt ,Comp,36
R_21umvRGJCCZXoit,een supermarkt,Comp,36
R_ptOO0vqHKVEFzvH,het lichaam,Comp,37
R_2TuuUWeeIrA7YWz,het lijk,Comp,37
R_r2pLEBnXOx2tc8p,het slachtoffer,Comp,37
R_3KohpaUvxMxwnK1,het lijk,Comp,37
R_1Kw4seroK4hzq8J,het lijk,Comp,37
R_2TEGXWKyyYjxux0,het lijk,Comp,37
R_2bNSez8kPKVkk0j,het lichaam,Comp,37
R_vIDGcvdZ61dSkkF,het slachtoffer,Comp,37
R_3P5l3CMUUKTmbaL,het lichaam,Comp,37
R_21gk6GiQXaDrMt2,het lichaam,Comp,37
R_1rJrkm9MZ0UbO0b,het lichaam,Comp,37
R_2VPC4q2m7hstAaW,het lichaam,Comp,37
R_3KB00E7S1VhPWFD,het lichaam,Comp,37
R_3qR88XHKXhl1RLR,het lijk,Comp,37
R_3W5LAymbgTVITHX,het lichaam,Comp,37
R_2z7kq6MFYuSnHT6,het lichaam,Comp,37
R_1lhLKgr13oozzPg,het slachtoffer,Comp,37
R_3ffLCaSkmPsiUYn,het lichaam,Comp,37
R_1PY8SA05FPIKBCS,Het slachtoffer,Comp,37
R_1CsjBGkk3Ui30Yk,het lichaam,Comp,37
R_2bWcF9m2SiW74Vw,het slachtoffer,Comp,37
R_1kOjYWHPvRogELt,Het lichaam,Comp,37
R_3EumpdjBvvjiK1I,het slachtoffer,Comp,37
R_2ckdDJpUAGuY3Pt,het slachtoffer,Comp,37
R_2ZDKGZYJjZu6X1Y,het lichaam,Comp,37
R_12SH1EJtaSFR4wp,het lijk,Comp,37
R_3R7zHfZ0HIrwGBV,het lijk,Comp,37
R_Om8eREobVAawvZL,het lijk,Comp,37
R_1HicleIyFIoDW8g,het lijk,Comp,37
R_1gGejdMJLRqr4gs,het lichaam,Comp,37
R_2D2EiBz7TJKge4b,het lichaam,Comp,37
R_3CEhJ8EBqsPDMLB,het slachtoffer,Comp,37
R_3kiCL1CWl05kYag,straat,Comp,37
R_XSpTve41y3msiVr,het lijk ,Comp,37
R_bBMvKG66TpWv0cx,het slachtoffer,Comp,37
R_s83Qo7JHTxXzpWF,het lijk,Comp,37
R_cCsEaF4QkSqNxuN,het lichaam,Comp,37
R_2fkXvKa3m5s0uTM,het lichaam,Comp,37
R_1MYsdC39YxixAvs,het slachtoffer,Comp,37
R_22CU0vCOzdEcHCr,het lichaam,Comp,37
R_z0xRVpXxyAbXovn,het slachtoffer,Comp,37
R_1CKp9DmeaZTZZQS,het lijk,Comp,37
R_31HSkdcZS8yZscC,het lijk,Comp,37
R_2Enniyt9lPtMbDC,het lichaam,Comp,37
R_tPV5UMF7fLNrUk1,het lijk,Comp,37
R_1O0317CZheE7es9,Het lichaam,Comp,37
R_1NadcnqCF0DrPHA,het slachtoffer,Comp,37
R_3rJ73y4zBZKMTeV,het lichaam,Comp,37
R_zUPMpvNqwkbt4oF,het slachtoffer,Comp,37
R_ptOO0vqHKVEFzvH,het publiek,Comp,38
R_2TuuUWeeIrA7YWz,het publiek,Comp,38
R_r2pLEBnXOx2tc8p,het publiek,Comp,38
R_3KohpaUvxMxwnK1,het publiek ,Comp,38
R_1Kw4seroK4hzq8J,het publiek,Comp,38
R_2TEGXWKyyYjxux0,het publiek,Comp,38
R_2bNSez8kPKVkk0j,allen,Comp,38
R_vIDGcvdZ61dSkkF,het publiek,Comp,38
R_3P5l3CMUUKTmbaL,het publiek,Comp,38
R_21gk6GiQXaDrMt2,het publiek,Comp,38
R_1rJrkm9MZ0UbO0b,het publiek,Comp,38
R_2VPC4q2m7hstAaW,het publiek,Comp,38
R_3KB00E7S1VhPWFD,het publiek,Comp,38
R_3qR88XHKXhl1RLR,het publiek,Comp,38
R_3W5LAymbgTVITHX,het publiek,Comp,38
R_2z7kq6MFYuSnHT6,van het publiek,Comp,38
R_1lhLKgr13oozzPg,het publiek,Comp,38
R_3ffLCaSkmPsiUYn,het publiek,Comp,38
R_1PY8SA05FPIKBCS,Het publiek,Comp,38
R_1CsjBGkk3Ui30Yk,het publiek,Comp,38
R_2bWcF9m2SiW74Vw,het publiek,Comp,38
R_1kOjYWHPvRogELt,Het publiek,Comp,38
R_3EumpdjBvvjiK1I,het publiek,Comp,38
R_2ckdDJpUAGuY3Pt,het publiek,Comp,38
R_2ZDKGZYJjZu6X1Y,het publiek,Comp,38
R_12SH1EJtaSFR4wp,het publiek,Comp,38
R_3R7zHfZ0HIrwGBV,het publiek,Comp,38
R_Om8eREobVAawvZL,het publiek,Comp,38
R_1HicleIyFIoDW8g,het publiek,Comp,38
R_1gGejdMJLRqr4gs,het publiek,Comp,38
R_2D2EiBz7TJKge4b,het publiek,Comp,38
R_3CEhJ8EBqsPDMLB,het publiek,Comp,38
R_3kiCL1CWl05kYag,het publiek ,Comp,38
R_XSpTve41y3msiVr,het publiek,Comp,38
R_bBMvKG66TpWv0cx,het publiek,Comp,38
R_s83Qo7JHTxXzpWF,het publiek,Comp,38
R_cCsEaF4QkSqNxuN,het publiek,Comp,38
R_2fkXvKa3m5s0uTM,de toeschouwers,Comp,38
R_1MYsdC39YxixAvs,het publiek,Comp,38
R_22CU0vCOzdEcHCr,de toeschouwers,Comp,38
R_z0xRVpXxyAbXovn,het publiek,Comp,38
R_1CKp9DmeaZTZZQS,de mensen,Comp,38
R_31HSkdcZS8yZscC,het publiek,Comp,38
R_2Enniyt9lPtMbDC,het publiek,Comp,38
R_tPV5UMF7fLNrUk1,het publiek,Comp,38
R_1O0317CZheE7es9,Het publiek,Comp,38
R_1NadcnqCF0DrPHA,het publiek,Comp,38
R_3rJ73y4zBZKMTeV,het publiek,Comp,38
R_zUPMpvNqwkbt4oF,het publiek,Comp,38
R_ptOO0vqHKVEFzvH,de bioscoop,Comp,39
R_2TuuUWeeIrA7YWz,de bioscoop,Comp,39
R_r2pLEBnXOx2tc8p,de bioscoop,Comp,39
R_3KohpaUvxMxwnK1,de bioscoop ,Comp,39
R_1Kw4seroK4hzq8J,de bioscoop,Comp,39
R_2TEGXWKyyYjxux0,de bioscoop,Comp,39
R_2bNSez8kPKVkk0j,de bioscoop,Comp,39
R_vIDGcvdZ61dSkkF,de bioscoop,Comp,39
R_3P5l3CMUUKTmbaL,de bios,Comp,39
R_21gk6GiQXaDrMt2,de bioscoop,Comp,39
R_1rJrkm9MZ0UbO0b,de bioscoop,Comp,39
R_2VPC4q2m7hstAaW,de bioscoop,Comp,39
R_3KB00E7S1VhPWFD,de bioscoop,Comp,39
R_3qR88XHKXhl1RLR,de bioscopen,Comp,39
R_3W5LAymbgTVITHX,in de bioscoop,Comp,39
R_2z7kq6MFYuSnHT6,de bioscoop,Comp,39
R_1lhLKgr13oozzPg,de bioscoop,Comp,39
R_3ffLCaSkmPsiUYn,de bioscoop,Comp,39
R_1PY8SA05FPIKBCS,De bioscoop,Comp,39
R_1CsjBGkk3Ui30Yk,de cinema,Comp,39
R_2bWcF9m2SiW74Vw,de bioscoop,Comp,39
R_1kOjYWHPvRogELt,De bioscoop,Comp,39
R_3EumpdjBvvjiK1I,de bios,Comp,39
R_2ckdDJpUAGuY3Pt,de bioscoop,Comp,39
R_2ZDKGZYJjZu6X1Y,de bioscoop,Comp,39
R_12SH1EJtaSFR4wp,de bioscoop,Comp,39
R_3R7zHfZ0HIrwGBV,de bioscoop,Comp,39
R_Om8eREobVAawvZL,de bioscoop,Comp,39
R_1HicleIyFIoDW8g,de bioscoop,Comp,39
R_1gGejdMJLRqr4gs,de bioscoop,Comp,39
R_2D2EiBz7TJKge4b,de bioscoop,Comp,39
R_3CEhJ8EBqsPDMLB,de bioscoop,Comp,39
R_3kiCL1CWl05kYag,de bioscoop ,Comp,39
R_XSpTve41y3msiVr,de bioscoop ,Comp,39
R_bBMvKG66TpWv0cx,de bioscoop,Comp,39
R_s83Qo7JHTxXzpWF,de bioscoop,Comp,39
R_cCsEaF4QkSqNxuN,de cinema,Comp,39
R_2fkXvKa3m5s0uTM,de bioscoop,Comp,39
R_1MYsdC39YxixAvs,de bioscoop,Comp,39
R_22CU0vCOzdEcHCr,de cinema,Comp,39
R_z0xRVpXxyAbXovn,de bioscoop,Comp,39
R_1CKp9DmeaZTZZQS,de bioscoop,Comp,39
R_31HSkdcZS8yZscC,de bioscoop,Comp,39
R_2Enniyt9lPtMbDC,de bioscoop,Comp,39
R_tPV5UMF7fLNrUk1,de bioscoop,Comp,39
R_1O0317CZheE7es9,De bioscoop,Comp,39
R_1NadcnqCF0DrPHA,de bioscoop,Comp,39
R_3rJ73y4zBZKMTeV,de bioscoop,Comp,39
R_zUPMpvNqwkbt4oF,de bioscoop,Comp,39
R_ptOO0vqHKVEFzvH,de tuin,Comp,40
R_2TuuUWeeIrA7YWz,de tuin,Comp,40
R_r2pLEBnXOx2tc8p,de tuin,Comp,40
R_3KohpaUvxMxwnK1,de tuin,Comp,40
R_1Kw4seroK4hzq8J,de tuin,Comp,40
R_2TEGXWKyyYjxux0,de tuin,Comp,40
R_2bNSez8kPKVkk0j,de tuin,Comp,40
R_vIDGcvdZ61dSkkF,de tuin,Comp,40
R_3P5l3CMUUKTmbaL,de tuin,Comp,40
R_21gk6GiQXaDrMt2,de tuin,Comp,40
R_1rJrkm9MZ0UbO0b,de tuin,Comp,40
R_2VPC4q2m7hstAaW,de tuin,Comp,40
R_3KB00E7S1VhPWFD,de tuin,Comp,40
R_3qR88XHKXhl1RLR,de tuin,Comp,40
R_3W5LAymbgTVITHX,de tuin,Comp,40
R_2z7kq6MFYuSnHT6,de tuin,Comp,40
R_1lhLKgr13oozzPg,de tuin,Comp,40
R_3ffLCaSkmPsiUYn,de tuin,Comp,40
R_1PY8SA05FPIKBCS,De tuin,Comp,40
R_1CsjBGkk3Ui30Yk,de tuin,Comp,40
R_2bWcF9m2SiW74Vw,de tuin,Comp,40
R_1kOjYWHPvRogELt,De tuin,Comp,40
R_3EumpdjBvvjiK1I,de tuin,Comp,40
R_2ckdDJpUAGuY3Pt,de tuin,Comp,40
R_2ZDKGZYJjZu6X1Y,de tuin,Comp,40
R_12SH1EJtaSFR4wp,de tuin,Comp,40
R_3R7zHfZ0HIrwGBV,de tuin,Comp,40
R_Om8eREobVAawvZL,de tuin,Comp,40
R_1HicleIyFIoDW8g,de tuin,Comp,40
R_1gGejdMJLRqr4gs,de tuin,Comp,40
R_2D2EiBz7TJKge4b,de tuin,Comp,40
R_3CEhJ8EBqsPDMLB,de tuin,Comp,40
R_3kiCL1CWl05kYag,de tuin,Comp,40
R_XSpTve41y3msiVr,de tuin,Comp,40
R_bBMvKG66TpWv0cx,de tuin,Comp,40
R_s83Qo7JHTxXzpWF,de tuin,Comp,40
R_cCsEaF4QkSqNxuN,de tuin,Comp,40
R_2fkXvKa3m5s0uTM,de tuin,Comp,40
R_1MYsdC39YxixAvs,de tuin,Comp,40
R_22CU0vCOzdEcHCr,de tuin,Comp,40
R_z0xRVpXxyAbXovn,de tuin,Comp,40
R_1CKp9DmeaZTZZQS,de achtertuin,Comp,40
R_31HSkdcZS8yZscC,de tuin,Comp,40
R_2Enniyt9lPtMbDC,de tuin,Comp,40
R_tPV5UMF7fLNrUk1,de tuin,Comp,40
R_1O0317CZheE7es9,De tuin,Comp,40
R_1NadcnqCF0DrPHA,de tuin,Comp,40
R_3rJ73y4zBZKMTeV,de tuin,Comp,40
R_zUPMpvNqwkbt4oF,de tuin,Comp,40
