subj_id,qual_col,Completion,measure,row,sentID
R_BFIiDPrnKiKOhkB,Comp(10),de dierenarts,Comp,10,152
R_232AZeZQOdbRSAK,Comp(10),de dierenarts,Comp,10,152
R_1odMwWpdALe3A7c,Comp(10),de dierenarts,Comp,10,152
R_3CMZ1prTdwstnIi,Comp(10),de dierenarts ,Comp,10,152
R_2SDkvNUYWKzQ9b4,Comp(10),de dierenarts,Comp,10,152
R_2qwqWlqovi1EnxK,Comp(10),de dierendokter,Comp,10,152
R_1nSW9rReHHlwpSQ,Comp(10),De dierenarts,Comp,10,152
R_3FPt6NNv7fs4bHV,Comp(10),de dierenarts,Comp,10,152
R_2uOs8d5Okoyss7z,Comp(10),de dierenarts,Comp,10,152
R_1JEdl2aEMuUO63f,Comp(10),de dierenarts,Comp,10,152
R_6L3ln2BoQAzJw2d,Comp(10),de dierenarts,Comp,10,152
R_xAA7goWcKMvmb1D,Comp(10),de dierenarts,Comp,10,152
R_248iCMeSwyLS8sF,Comp(10),het asiel,Comp,10,152
R_OING4tGkg3q8VLb,Comp(10),de dierenklinik,Comp,10,152
R_3kvbwPackXPANmo,Comp(10),de dierenarts,Comp,10,152
R_3lRiG6M8Z6vKWZh,Comp(10),de dierenarts,Comp,10,152
R_3q9cZ9NJjEx872v,Comp(10),de dierenarts,Comp,10,152
R_ABt8n7PxUqkXqy5,Comp(10),De dierenarts,Comp,10,152
R_3k6rPDoCD4kup7x,Comp(10),de dierenarts,Comp,10,152
R_p6iBXJstulO97Jn,Comp(10),De dierenarts,Comp,10,152
R_USFewLQTXHp0kPT,Comp(10),de dierenarts,Comp,10,152
R_1AeLfMZXZ76HTHz,Comp(11),sd,Comp,11,153
R_vrAH2qrxu41QSv7,Comp(11),de gevangenis,Comp,11,153
R_6Pg4ql6MQumxZo9,Comp(11),een gevangenis,Comp,11,153
R_1QaBlAsk46HI9NJ,Comp(11),de gevangenis,Comp,11,153
R_pKtuHvEeh5mujgl,Comp(11),de gevangenis,Comp,11,153
R_RrYmeJDnKB3hv7r,Comp(11),de gevangenis,Comp,11,153
R_2alPe2ZkILnzWYp,Comp(11),de gevangenis,Comp,11,153
R_24zMzQY1U9LX5Gf,Comp(11),de gevangenis,Comp,11,153
R_2zAp7MZjWbJtouD,Comp(11),de gevangenis,Comp,11,153
R_1lgea30X5yRbWgb,Comp(11),Gevangenis,Comp,11,153
R_1dg0dAPlymYfFcu,Comp(11),de gevangenis,Comp,11,153
R_23TSscPxb3G1aSA,Comp(11),gevangenis,Comp,11,153
R_3effdDALVVpFhkK,Comp(11),de gevangenis ,Comp,11,153
R_2PpvbvcItA8LcqM,Comp(11),de gevangenis,Comp,11,153
R_25WvorTEPc7DuHX,Comp(11),de gevangenis,Comp,11,153
R_ZJCIt5D6m80Wim5,Comp(11),De gevangenis,Comp,11,153
R_6gQpeEEoAOw1CNz,Comp(11),de gevangenis,Comp,11,153
R_UcJP3naTdDXJEDn,Comp(11),De gevangenis ,Comp,11,153
R_21pKbw8vqrjpJ4Q,Comp(11),de gevangenis,Comp,11,153
R_1HiWKvIl546M44z,Comp(11),de gevangenis,Comp,11,153
R_BFIiDPrnKiKOhkB,Comp(11),de gevangenis,Comp,11,153
R_232AZeZQOdbRSAK,Comp(11),de gevangenis,Comp,11,153
R_1odMwWpdALe3A7c,Comp(11),de gevangenis,Comp,11,153
R_3CMZ1prTdwstnIi,Comp(11),de gevangenis,Comp,11,153
R_2SDkvNUYWKzQ9b4,Comp(11),de gevangenis,Comp,11,153
R_2qwqWlqovi1EnxK,Comp(11),de gevangenis,Comp,11,153
R_1nSW9rReHHlwpSQ,Comp(11),De gevangenis ,Comp,11,153
R_3FPt6NNv7fs4bHV,Comp(11),de gevangenis,Comp,11,153
R_2uOs8d5Okoyss7z,Comp(11),de gevangenis ,Comp,11,153
R_1JEdl2aEMuUO63f,Comp(11),de gevangenis,Comp,11,153
R_6L3ln2BoQAzJw2d,Comp(11),de gevangenis,Comp,11,153
R_xAA7goWcKMvmb1D,Comp(11),de gevangenis,Comp,11,153
R_248iCMeSwyLS8sF,Comp(11),de gevangenis,Comp,11,153
R_OING4tGkg3q8VLb,Comp(11),de gevangenis,Comp,11,153
R_3kvbwPackXPANmo,Comp(11),de gevangenis,Comp,11,153
R_3lRiG6M8Z6vKWZh,Comp(11),de gevangenis,Comp,11,153
R_3q9cZ9NJjEx872v,Comp(11),de gevangenis,Comp,11,153
R_ABt8n7PxUqkXqy5,Comp(11),De gevangenis ,Comp,11,153
R_3k6rPDoCD4kup7x,Comp(11),de gevangenis,Comp,11,153
R_p6iBXJstulO97Jn,Comp(11),de gevangenis,Comp,11,153
R_USFewLQTXHp0kPT,Comp(11),de gevangenis,Comp,11,153
R_1AeLfMZXZ76HTHz,Comp(12),sd,Comp,12,154
R_vrAH2qrxu41QSv7,Comp(12),de economie,Comp,12,154
R_6Pg4ql6MQumxZo9,Comp(12),de economie,Comp,12,154
R_1QaBlAsk46HI9NJ,Comp(12),de economie,Comp,12,154
R_pKtuHvEeh5mujgl,Comp(12),de economie,Comp,12,154
R_RrYmeJDnKB3hv7r,Comp(12),de economie ,Comp,12,154
R_2alPe2ZkILnzWYp,Comp(12),de economie,Comp,12,154
R_24zMzQY1U9LX5Gf,Comp(12),de ecnonomie,Comp,12,154
R_2zAp7MZjWbJtouD,Comp(12),de economie ,Comp,12,154
R_1lgea30X5yRbWgb,Comp(12),Economie ,Comp,12,154
R_1dg0dAPlymYfFcu,Comp(12),de economie,Comp,12,154
R_23TSscPxb3G1aSA,Comp(12),economie,Comp,12,154
R_3effdDALVVpFhkK,Comp(12),de economie ,Comp,12,154
R_2PpvbvcItA8LcqM,Comp(12),de econimie,Comp,12,154
R_25WvorTEPc7DuHX,Comp(12),de economie,Comp,12,154
R_ZJCIt5D6m80Wim5,Comp(12),De economie,Comp,12,154
R_6gQpeEEoAOw1CNz,Comp(12),het welzijn,Comp,12,154
R_UcJP3naTdDXJEDn,Comp(12),De economie ,Comp,12,154
R_21pKbw8vqrjpJ4Q,Comp(12),de economie,Comp,12,154
R_1HiWKvIl546M44z,Comp(12),de economie,Comp,12,154
R_BFIiDPrnKiKOhkB,Comp(12),de economie,Comp,12,154
R_232AZeZQOdbRSAK,Comp(12),de economie,Comp,12,154
R_1odMwWpdALe3A7c,Comp(12),de economie,Comp,12,154
R_3CMZ1prTdwstnIi,Comp(12),de economie ,Comp,12,154
R_2SDkvNUYWKzQ9b4,Comp(12),de economie,Comp,12,154
R_2qwqWlqovi1EnxK,Comp(12),de economie,Comp,12,154
R_1nSW9rReHHlwpSQ,Comp(12),De economie ,Comp,12,154
R_3FPt6NNv7fs4bHV,Comp(12),de economie,Comp,12,154
R_2uOs8d5Okoyss7z,Comp(12),de economie ,Comp,12,154
R_1JEdl2aEMuUO63f,Comp(12),de economie,Comp,12,154
R_6L3ln2BoQAzJw2d,Comp(12),de economie,Comp,12,154
R_xAA7goWcKMvmb1D,Comp(12),de economie,Comp,12,154
R_248iCMeSwyLS8sF,Comp(12),de economie,Comp,12,154
R_OING4tGkg3q8VLb,Comp(12),de econimie,Comp,12,154
R_3kvbwPackXPANmo,Comp(12),de economie,Comp,12,154
R_3lRiG6M8Z6vKWZh,Comp(12),de economie,Comp,12,154
R_3q9cZ9NJjEx872v,Comp(12),de economie,Comp,12,154
R_ABt8n7PxUqkXqy5,Comp(12),De economie,Comp,12,154
R_3k6rPDoCD4kup7x,Comp(12),de economie,Comp,12,154
R_p6iBXJstulO97Jn,Comp(12),de economie,Comp,12,154
R_USFewLQTXHp0kPT,Comp(12),de economie,Comp,12,154
R_1AeLfMZXZ76HTHz,Comp(13),sd,Comp,13,155
R_vrAH2qrxu41QSv7,Comp(13),De schoorsteen,Comp,13,155
R_6Pg4ql6MQumxZo9,Comp(13),de schoorsteen,Comp,13,155
R_1QaBlAsk46HI9NJ,Comp(13),de schoorsteen,Comp,13,155
R_pKtuHvEeh5mujgl,Comp(13),de schoorsteen,Comp,13,155
R_RrYmeJDnKB3hv7r,Comp(13),de schoorsteen,Comp,13,155
R_2alPe2ZkILnzWYp,Comp(13),de schoorsteen,Comp,13,155
R_24zMzQY1U9LX5Gf,Comp(13),de schoorsteen,Comp,13,155
R_2zAp7MZjWbJtouD,Comp(13),de schoorsteen,Comp,13,155
R_1lgea30X5yRbWgb,Comp(13),Schoorsteen,Comp,13,155
R_1dg0dAPlymYfFcu,Comp(13),de schoorsteen,Comp,13,155
R_23TSscPxb3G1aSA,Comp(13),schoorsteen,Comp,13,155
R_3effdDALVVpFhkK,Comp(13),de achtertuin ,Comp,13,155
R_2PpvbvcItA8LcqM,Comp(13),de schoorsteen,Comp,13,155
R_25WvorTEPc7DuHX,Comp(13),de schoorsteen,Comp,13,155
R_ZJCIt5D6m80Wim5,Comp(13),De schoorsteen,Comp,13,155
R_6gQpeEEoAOw1CNz,Comp(13),de schoorsteen,Comp,13,155
R_UcJP3naTdDXJEDn,Comp(13),De schoorsteen ,Comp,13,155
R_21pKbw8vqrjpJ4Q,Comp(13),de schoorsteen,Comp,13,155
R_1HiWKvIl546M44z,Comp(13),de schoorsteen,Comp,13,155
R_BFIiDPrnKiKOhkB,Comp(13),de schoorsteen,Comp,13,155
R_232AZeZQOdbRSAK,Comp(13),de schoorsteen,Comp,13,155
R_1odMwWpdALe3A7c,Comp(13),de schoorsteen,Comp,13,155
R_3CMZ1prTdwstnIi,Comp(13),de schoorsteen,Comp,13,155
R_2SDkvNUYWKzQ9b4,Comp(13),de schoorsteen,Comp,13,155
R_2qwqWlqovi1EnxK,Comp(13),de schoorsteen,Comp,13,155
R_1nSW9rReHHlwpSQ,Comp(13),De schoorsteen ,Comp,13,155
R_3FPt6NNv7fs4bHV,Comp(13),de schoorsteen,Comp,13,155
R_2uOs8d5Okoyss7z,Comp(13),de schoorsteen,Comp,13,155
R_1JEdl2aEMuUO63f,Comp(13),de schoorsteen,Comp,13,155
R_6L3ln2BoQAzJw2d,Comp(13),de schoorsteen,Comp,13,155
R_xAA7goWcKMvmb1D,Comp(13),de schoorsteen,Comp,13,155
R_248iCMeSwyLS8sF,Comp(13),de schoorsteen,Comp,13,155
R_OING4tGkg3q8VLb,Comp(13),de schoorsteen,Comp,13,155
R_3kvbwPackXPANmo,Comp(13),de schoorsteen,Comp,13,155
R_3lRiG6M8Z6vKWZh,Comp(13),de schoorsteen,Comp,13,155
R_3q9cZ9NJjEx872v,Comp(13),de schoorsteen,Comp,13,155
R_ABt8n7PxUqkXqy5,Comp(13),De schoorsteen ,Comp,13,155
R_3k6rPDoCD4kup7x,Comp(13),de schoorsteen,Comp,13,155
R_p6iBXJstulO97Jn,Comp(13),de schoorsteen,Comp,13,155
R_USFewLQTXHp0kPT,Comp(13),de schoorsteen,Comp,13,155
R_1AeLfMZXZ76HTHz,Comp(14),sd,Comp,14,156
R_vrAH2qrxu41QSv7,Comp(14),het geld,Comp,14,156
R_6Pg4ql6MQumxZo9,Comp(14),het geld,Comp,14,156
R_1QaBlAsk46HI9NJ,Comp(14),het geld,Comp,14,156
R_pKtuHvEeh5mujgl,Comp(14),het geld,Comp,14,156
R_RrYmeJDnKB3hv7r,Comp(14),het geld,Comp,14,156
R_2alPe2ZkILnzWYp,Comp(14),het geld,Comp,14,156
R_24zMzQY1U9LX5Gf,Comp(14),het geld,Comp,14,156
R_2zAp7MZjWbJtouD,Comp(14),het geld ,Comp,14,156
R_1lgea30X5yRbWgb,Comp(14),Geld,Comp,14,156
R_1dg0dAPlymYfFcu,Comp(14),het geld,Comp,14,156
R_23TSscPxb3G1aSA,Comp(14),geld,Comp,14,156
R_3effdDALVVpFhkK,Comp(14),de kas,Comp,14,156
R_2PpvbvcItA8LcqM,Comp(14),de geldla,Comp,14,156
R_25WvorTEPc7DuHX,Comp(14),het geld,Comp,14,156
R_ZJCIt5D6m80Wim5,Comp(14),De inhoud,Comp,14,156
R_6gQpeEEoAOw1CNz,Comp(14),het geld ,Comp,14,156
R_UcJP3naTdDXJEDn,Comp(14),De inhoud ,Comp,14,156
R_21pKbw8vqrjpJ4Q,Comp(14),de geldlade,Comp,14,156
R_1HiWKvIl546M44z,Comp(14),het geld,Comp,14,156
R_BFIiDPrnKiKOhkB,Comp(14),het geld,Comp,14,156
R_232AZeZQOdbRSAK,Comp(14),het geld,Comp,14,156
R_1odMwWpdALe3A7c,Comp(14),het geld,Comp,14,156
R_3CMZ1prTdwstnIi,Comp(14),het geld ,Comp,14,156
R_2SDkvNUYWKzQ9b4,Comp(14),het geld,Comp,14,156
R_2qwqWlqovi1EnxK,Comp(14),het geld,Comp,14,156
R_1nSW9rReHHlwpSQ,Comp(14),Het geld,Comp,14,156
R_3FPt6NNv7fs4bHV,Comp(14),het geld,Comp,14,156
R_2uOs8d5Okoyss7z,Comp(14),het geld,Comp,14,156
R_1JEdl2aEMuUO63f,Comp(14),de inhoud,Comp,14,156
R_6L3ln2BoQAzJw2d,Comp(14),het geld,Comp,14,156
R_xAA7goWcKMvmb1D,Comp(14),geld,Comp,14,156
R_248iCMeSwyLS8sF,Comp(14),de knuffelbeer,Comp,14,156
R_OING4tGkg3q8VLb,Comp(14),het geld,Comp,14,156
R_3kvbwPackXPANmo,Comp(14),het geld,Comp,14,156
R_3lRiG6M8Z6vKWZh,Comp(14),het geld,Comp,14,156
R_3q9cZ9NJjEx872v,Comp(14),het geld,Comp,14,156
R_ABt8n7PxUqkXqy5,Comp(14),Het geld,Comp,14,156
R_3k6rPDoCD4kup7x,Comp(14),het geld,Comp,14,156
R_p6iBXJstulO97Jn,Comp(14),het geld,Comp,14,156
R_USFewLQTXHp0kPT,Comp(14),het geld,Comp,14,156
R_1AeLfMZXZ76HTHz,Comp(15),sd,Comp,15,157
R_vrAH2qrxu41QSv7,Comp(15),de film,Comp,15,157
R_6Pg4ql6MQumxZo9,Comp(15),de film,Comp,15,157
R_1QaBlAsk46HI9NJ,Comp(15),de bioscoop,Comp,15,157
R_pKtuHvEeh5mujgl,Comp(15),de film,Comp,15,157
R_RrYmeJDnKB3hv7r,Comp(15),de film,Comp,15,157
R_2alPe2ZkILnzWYp,Comp(15),een film,Comp,15,157
R_24zMzQY1U9LX5Gf,Comp(15),de film,Comp,15,157
R_2zAp7MZjWbJtouD,Comp(15),de film,Comp,15,157
R_1lgea30X5yRbWgb,Comp(15),Film,Comp,15,157
R_1dg0dAPlymYfFcu,Comp(15),de film,Comp,15,157
R_23TSscPxb3G1aSA,Comp(15),film,Comp,15,157
R_3effdDALVVpFhkK,Comp(15),de cinema,Comp,15,157
R_2PpvbvcItA8LcqM,Comp(15),de bios,Comp,15,157
R_25WvorTEPc7DuHX,Comp(15),de film,Comp,15,157
R_ZJCIt5D6m80Wim5,Comp(15),De film,Comp,15,157
R_6gQpeEEoAOw1CNz,Comp(15),de film,Comp,15,157
R_UcJP3naTdDXJEDn,Comp(15),De film,Comp,15,157
R_21pKbw8vqrjpJ4Q,Comp(15),de film,Comp,15,157
R_1HiWKvIl546M44z,Comp(15),de film,Comp,15,157
R_BFIiDPrnKiKOhkB,Comp(15),de film,Comp,15,157
R_232AZeZQOdbRSAK,Comp(15),de film,Comp,15,157
R_1odMwWpdALe3A7c,Comp(15),de film,Comp,15,157
R_3CMZ1prTdwstnIi,Comp(15),de film,Comp,15,157
R_2SDkvNUYWKzQ9b4,Comp(15),de film,Comp,15,157
R_2qwqWlqovi1EnxK,Comp(15),de bioscoop,Comp,15,157
R_1nSW9rReHHlwpSQ,Comp(15),De film,Comp,15,157
R_3FPt6NNv7fs4bHV,Comp(15),de fil,Comp,15,157
R_2uOs8d5Okoyss7z,Comp(15),de bioscoop,Comp,15,157
R_1JEdl2aEMuUO63f,Comp(15),de film,Comp,15,157
R_6L3ln2BoQAzJw2d,Comp(15),de film,Comp,15,157
R_xAA7goWcKMvmb1D,Comp(15),de film,Comp,15,157
R_248iCMeSwyLS8sF,Comp(15),de film,Comp,15,157
R_OING4tGkg3q8VLb,Comp(15),een film,Comp,15,157
R_3kvbwPackXPANmo,Comp(15),de film,Comp,15,157
R_3lRiG6M8Z6vKWZh,Comp(15),de film,Comp,15,157
R_3q9cZ9NJjEx872v,Comp(15),de film,Comp,15,157
R_ABt8n7PxUqkXqy5,Comp(15),De film ,Comp,15,157
R_3k6rPDoCD4kup7x,Comp(15),de film,Comp,15,157
R_p6iBXJstulO97Jn,Comp(15),de film,Comp,15,157
R_USFewLQTXHp0kPT,Comp(15),de film,Comp,15,157
R_1AeLfMZXZ76HTHz,Comp(16),sd,Comp,16,158
R_vrAH2qrxu41QSv7,Comp(16),de radio,Comp,16,158
R_6Pg4ql6MQumxZo9,Comp(16),de radio,Comp,16,158
R_1QaBlAsk46HI9NJ,Comp(16),de radio,Comp,16,158
R_pKtuHvEeh5mujgl,Comp(16),de radio,Comp,16,158
R_RrYmeJDnKB3hv7r,Comp(16),de radio,Comp,16,158
R_2alPe2ZkILnzWYp,Comp(16),de radio,Comp,16,158
R_24zMzQY1U9LX5Gf,Comp(16),de radio,Comp,16,158
R_2zAp7MZjWbJtouD,Comp(16),de radio,Comp,16,158
R_1lgea30X5yRbWgb,Comp(16),Radio,Comp,16,158
R_1dg0dAPlymYfFcu,Comp(16),de radio,Comp,16,158
R_23TSscPxb3G1aSA,Comp(16),radio,Comp,16,158
R_3effdDALVVpFhkK,Comp(16),de radio,Comp,16,158
R_2PpvbvcItA8LcqM,Comp(16),de radio,Comp,16,158
R_25WvorTEPc7DuHX,Comp(16),de radio,Comp,16,158
R_ZJCIt5D6m80Wim5,Comp(16),De radio,Comp,16,158
R_6gQpeEEoAOw1CNz,Comp(16),de radio,Comp,16,158
R_UcJP3naTdDXJEDn,Comp(16),De radio,Comp,16,158
R_21pKbw8vqrjpJ4Q,Comp(16),de radio,Comp,16,158
R_1HiWKvIl546M44z,Comp(16),de radio,Comp,16,158
R_BFIiDPrnKiKOhkB,Comp(16),de radio,Comp,16,158
R_232AZeZQOdbRSAK,Comp(16),de radio,Comp,16,158
R_1odMwWpdALe3A7c,Comp(16),de radio,Comp,16,158
R_3CMZ1prTdwstnIi,Comp(16),de radio ,Comp,16,158
R_2SDkvNUYWKzQ9b4,Comp(16),de radio,Comp,16,158
R_2qwqWlqovi1EnxK,Comp(16),de radio,Comp,16,158
R_1nSW9rReHHlwpSQ,Comp(16),De radio,Comp,16,158
R_3FPt6NNv7fs4bHV,Comp(16),de radio,Comp,16,158
R_2uOs8d5Okoyss7z,Comp(16),de radio,Comp,16,158
R_1JEdl2aEMuUO63f,Comp(16),de radio,Comp,16,158
R_6L3ln2BoQAzJw2d,Comp(16),de radio,Comp,16,158
R_xAA7goWcKMvmb1D,Comp(16),de radio,Comp,16,158
R_248iCMeSwyLS8sF,Comp(16),de radio,Comp,16,158
R_OING4tGkg3q8VLb,Comp(16),de radio,Comp,16,158
R_3kvbwPackXPANmo,Comp(16),de radio,Comp,16,158
R_3lRiG6M8Z6vKWZh,Comp(16),de radio,Comp,16,158
R_3q9cZ9NJjEx872v,Comp(16),de radio,Comp,16,158
R_ABt8n7PxUqkXqy5,Comp(16),De radio,Comp,16,158
R_3k6rPDoCD4kup7x,Comp(16),de radio,Comp,16,158
R_p6iBXJstulO97Jn,Comp(16),de radio,Comp,16,158
R_USFewLQTXHp0kPT,Comp(16),de radio,Comp,16,158
R_1AeLfMZXZ76HTHz,Comp(17),sd,Comp,17,159
R_vrAH2qrxu41QSv7,Comp(17),de balkon,Comp,17,159
R_6Pg4ql6MQumxZo9,Comp(17),het balkon,Comp,17,159
R_1QaBlAsk46HI9NJ,Comp(17),de bank,Comp,17,159
R_pKtuHvEeh5mujgl,Comp(17),het balkon,Comp,17,159
R_RrYmeJDnKB3hv7r,Comp(17),het balkon,Comp,17,159
R_2alPe2ZkILnzWYp,Comp(17),het balkon,Comp,17,159
R_24zMzQY1U9LX5Gf,Comp(17),het balkon,Comp,17,159
R_2zAp7MZjWbJtouD,Comp(17),het balkon,Comp,17,159
R_1lgea30X5yRbWgb,Comp(17),Balkon,Comp,17,159
R_1dg0dAPlymYfFcu,Comp(17),het balkon,Comp,17,159
R_23TSscPxb3G1aSA,Comp(17),balkon,Comp,17,159
R_3effdDALVVpFhkK,Comp(17),het terras,Comp,17,159
R_2PpvbvcItA8LcqM,Comp(17),het balkon,Comp,17,159
R_25WvorTEPc7DuHX,Comp(17),het balkon,Comp,17,159
R_ZJCIt5D6m80Wim5,Comp(17),Het balkon,Comp,17,159
R_6gQpeEEoAOw1CNz,Comp(17),het balkon,Comp,17,159
R_UcJP3naTdDXJEDn,Comp(17),Het balkon,Comp,17,159
R_21pKbw8vqrjpJ4Q,Comp(17),het balkon,Comp,17,159
R_1HiWKvIl546M44z,Comp(17),het balkon,Comp,17,159
R_BFIiDPrnKiKOhkB,Comp(17),het balkon,Comp,17,159
R_232AZeZQOdbRSAK,Comp(17),het balkon,Comp,17,159
R_1odMwWpdALe3A7c,Comp(17),het balkon,Comp,17,159
R_3CMZ1prTdwstnIi,Comp(17),het balkon ,Comp,17,159
R_2SDkvNUYWKzQ9b4,Comp(17),het balkon,Comp,17,159
R_2qwqWlqovi1EnxK,Comp(17),het balkon,Comp,17,159
R_1nSW9rReHHlwpSQ,Comp(17),Het balkon ,Comp,17,159
R_3FPt6NNv7fs4bHV,Comp(17),mijn balkon,Comp,17,159
R_2uOs8d5Okoyss7z,Comp(17),het balkon,Comp,17,159
R_1JEdl2aEMuUO63f,Comp(17),het balkon,Comp,17,159
R_6L3ln2BoQAzJw2d,Comp(17),het balkon,Comp,17,159
R_xAA7goWcKMvmb1D,Comp(17),het dak,Comp,17,159
R_248iCMeSwyLS8sF,Comp(17),het dak,Comp,17,159
R_OING4tGkg3q8VLb,Comp(17),het balkon,Comp,17,159
R_3kvbwPackXPANmo,Comp(17),het balkon,Comp,17,159
R_3lRiG6M8Z6vKWZh,Comp(17),het balkon,Comp,17,159
R_3q9cZ9NJjEx872v,Comp(17),het balkon,Comp,17,159
R_ABt8n7PxUqkXqy5,Comp(17),Het balkon,Comp,17,159
R_3k6rPDoCD4kup7x,Comp(17),het balkon,Comp,17,159
R_p6iBXJstulO97Jn,Comp(17),het balkon,Comp,17,159
R_USFewLQTXHp0kPT,Comp(17),het balkon,Comp,17,159
R_1AeLfMZXZ76HTHz,Comp(18),sd,Comp,18,160
R_vrAH2qrxu41QSv7,Comp(18),het land,Comp,18,160
R_6Pg4ql6MQumxZo9,Comp(18),het land,Comp,18,160
R_1QaBlAsk46HI9NJ,Comp(18),het land,Comp,18,160
R_pKtuHvEeh5mujgl,Comp(18),het land,Comp,18,160
R_RrYmeJDnKB3hv7r,Comp(18),het land,Comp,18,160
R_2alPe2ZkILnzWYp,Comp(18),het land,Comp,18,160
R_24zMzQY1U9LX5Gf,Comp(18),het land,Comp,18,160
R_2zAp7MZjWbJtouD,Comp(18),het land,Comp,18,160
R_1lgea30X5yRbWgb,Comp(18),Land,Comp,18,160
R_1dg0dAPlymYfFcu,Comp(18),het land,Comp,18,160
R_23TSscPxb3G1aSA,Comp(18),nederland,Comp,18,160
R_3effdDALVVpFhkK,Comp(18),het land,Comp,18,160
R_2PpvbvcItA8LcqM,Comp(18),het land,Comp,18,160
R_25WvorTEPc7DuHX,Comp(18),het land,Comp,18,160
R_ZJCIt5D6m80Wim5,Comp(18),Het land,Comp,18,160
R_6gQpeEEoAOw1CNz,Comp(18),de volgende ,Comp,18,160
R_UcJP3naTdDXJEDn,Comp(18),Het land,Comp,18,160
R_21pKbw8vqrjpJ4Q,Comp(18),het land,Comp,18,160
R_1HiWKvIl546M44z,Comp(18),de dag,Comp,18,160
R_BFIiDPrnKiKOhkB,Comp(18),het land,Comp,18,160
R_232AZeZQOdbRSAK,Comp(18),het land,Comp,18,160
R_1odMwWpdALe3A7c,Comp(18),het land,Comp,18,160
R_3CMZ1prTdwstnIi,Comp(18),het land ,Comp,18,160
R_2SDkvNUYWKzQ9b4,Comp(18),het land,Comp,18,160
R_2qwqWlqovi1EnxK,Comp(18),het land,Comp,18,160
R_1nSW9rReHHlwpSQ,Comp(18),Het land,Comp,18,160
R_3FPt6NNv7fs4bHV,Comp(18),het land,Comp,18,160
R_2uOs8d5Okoyss7z,Comp(18),het land,Comp,18,160
R_1JEdl2aEMuUO63f,Comp(18),het land,Comp,18,160
R_6L3ln2BoQAzJw2d,Comp(18),de volgende,Comp,18,160
R_xAA7goWcKMvmb1D,Comp(18),de Benelux,Comp,18,160
R_248iCMeSwyLS8sF,Comp(18),het land,Comp,18,160
R_OING4tGkg3q8VLb,Comp(18),het land,Comp,18,160
R_3kvbwPackXPANmo,Comp(18),het land,Comp,18,160
R_3lRiG6M8Z6vKWZh,Comp(18),het land,Comp,18,160
R_3q9cZ9NJjEx872v,Comp(18),het land,Comp,18,160
R_ABt8n7PxUqkXqy5,Comp(18),Het land,Comp,18,160
R_3k6rPDoCD4kup7x,Comp(18),het land,Comp,18,160
R_p6iBXJstulO97Jn,Comp(18),Het land,Comp,18,160
R_USFewLQTXHp0kPT,Comp(18),ons land,Comp,18,160
R_1AeLfMZXZ76HTHz,Comp(19),sd,Comp,19,161
R_vrAH2qrxu41QSv7,Comp(19),de krant,Comp,19,161
R_6Pg4ql6MQumxZo9,Comp(19),de krant,Comp,19,161
R_1QaBlAsk46HI9NJ,Comp(19),de krant,Comp,19,161
R_pKtuHvEeh5mujgl,Comp(19),de krant,Comp,19,161
R_RrYmeJDnKB3hv7r,Comp(19),de krant,Comp,19,161
R_2alPe2ZkILnzWYp,Comp(19),de krant,Comp,19,161
R_24zMzQY1U9LX5Gf,Comp(19),de krant,Comp,19,161
R_2zAp7MZjWbJtouD,Comp(19),de krant ,Comp,19,161
R_1lgea30X5yRbWgb,Comp(19),Bijbel,Comp,19,161
R_1dg0dAPlymYfFcu,Comp(19),de krant,Comp,19,161
R_23TSscPxb3G1aSA,Comp(19),krant,Comp,19,161
R_3effdDALVVpFhkK,Comp(19),de krant,Comp,19,161
R_2PpvbvcItA8LcqM,Comp(19),de krant,Comp,19,161
R_25WvorTEPc7DuHX,Comp(19),de krant,Comp,19,161
R_ZJCIt5D6m80Wim5,Comp(19),Een krant,Comp,19,161
R_6gQpeEEoAOw1CNz,Comp(19),de krant ,Comp,19,161
R_UcJP3naTdDXJEDn,Comp(19),De krant,Comp,19,161
R_21pKbw8vqrjpJ4Q,Comp(19),de krant,Comp,19,161
R_1HiWKvIl546M44z,Comp(19),de krant,Comp,19,161
R_BFIiDPrnKiKOhkB,Comp(19),de krant,Comp,19,161
R_232AZeZQOdbRSAK,Comp(19),de krant,Comp,19,161
R_1odMwWpdALe3A7c,Comp(19),de krant,Comp,19,161
R_3CMZ1prTdwstnIi,Comp(19),de krant ,Comp,19,161
R_2SDkvNUYWKzQ9b4,Comp(19),de krant,Comp,19,161
R_2qwqWlqovi1EnxK,Comp(19),de krant,Comp,19,161
R_1nSW9rReHHlwpSQ,Comp(19),De krant ,Comp,19,161
R_3FPt6NNv7fs4bHV,Comp(19),de krant,Comp,19,161
R_2uOs8d5Okoyss7z,Comp(19),de krant,Comp,19,161
R_1JEdl2aEMuUO63f,Comp(19),de krant,Comp,19,161
R_6L3ln2BoQAzJw2d,Comp(19),de krant,Comp,19,161
R_xAA7goWcKMvmb1D,Comp(19),de krant,Comp,19,161
R_248iCMeSwyLS8sF,Comp(19),de playboy,Comp,19,161
R_OING4tGkg3q8VLb,Comp(19),een krant,Comp,19,161
R_3kvbwPackXPANmo,Comp(19),de krant,Comp,19,161
R_3lRiG6M8Z6vKWZh,Comp(19),de krant,Comp,19,161
R_3q9cZ9NJjEx872v,Comp(19),de krant,Comp,19,161
R_ABt8n7PxUqkXqy5,Comp(19),De krant ,Comp,19,161
